index,name,team,points,value
Dane Scarlett2024-11-23T17:30:00Z,Dane Scarlett,Spurs,0.017918898435321184,45
Dominic Solanke-Mitchell2024-11-23T17:30:00Z,Dominic Solanke-Mitchell,Spurs,2.545360431546372,77
Will Lankshear2024-11-23T17:30:00Z,Will Lankshear,Spurs,0.022418787956769482,45
Richarlison de Andrade2024-11-23T17:30:00Z,Richarlison de Andrade,Spurs,1.390892991759152,68
Alejo Véliz2024-11-23T17:30:00Z,Alejo Véliz,Spurs,0.04428245972965245,50
Julián Álvarez2024-11-23T17:30:00Z,Julián Álvarez,Man City,0.32792587272198576,70
Yoane Wissa2024-11-23T15:00:00Z,Yoane Wissa,Brentford,4.57918659553319,61
Igor Thiago Nascimento Rodrigues2024-11-23T15:00:00Z,Igor Thiago Nascimento Rodrigues,Brentford,0.11922632604675724,59
Erling Haaland2024-11-23T17:30:00Z,Erling Haaland,Man City,5.62627449717293,152
Ivan Toney2024-11-23T15:00:00Z,Ivan Toney,Brentford,0.16991833302978498,73
David Datro Fofana2024-11-23T12:30:00Z,David Datro Fofana,Chelsea,0.07125053008310243,54
Romelu Lukaku Bolingoli2024-11-23T12:30:00Z,Romelu Lukaku Bolingoli,Chelsea,0.10287784975343907,63
Darwin Núñez Ribeiro2024-11-24T14:00:00Z,Darwin Núñez Ribeiro,Liverpool,2.9493370791418076,71
Deivid Washington de Souza Eugênio2024-11-23T12:30:00Z,Deivid Washington de Souza Eugênio,Chelsea,0.045151795951651745,50
Marc Guiu Paz2024-11-23T12:30:00Z,Marc Guiu Paz,Chelsea,0.06996918191117814,48
Cody Gakpo2024-11-24T14:00:00Z,Cody Gakpo,Liverpool,2.95355559734449,71
Nicolas Jackson2024-11-23T12:30:00Z,Nicolas Jackson,Chelsea,4.551127141653025,79
João Pedro Junqueira de Jesus2024-11-23T15:00:00Z,João Pedro Junqueira de Jesus,Brighton,1.9914540285657445,54
Danny Welbeck2024-11-23T15:00:00Z,Danny Welbeck,Brighton,3.868210442170001,59
Deniz Undav2024-11-23T15:00:00Z,Deniz Undav,Brighton,0.08495427319324078,55
Mark O’Mahony2024-11-23T15:00:00Z,Mark O’Mahony,Brighton,0.029281172279909146,45
Evan Ferguson2024-11-23T15:00:00Z,Evan Ferguson,Brighton,0.9946671318208671,55
Nathan Butler-Oyedeji2024-11-23T15:00:00Z,Nathan Butler-Oyedeji,Arsenal,0.05597921716387622,45
Gabriel Fernando de Jesus2024-11-23T15:00:00Z,Gabriel Fernando de Jesus,Arsenal,1.3528515346755992,68
Kai Havertz2024-11-23T15:00:00Z,Kai Havertz,Arsenal,3.95692196362515,80
Jhon Durán2024-11-23T15:00:00Z,Jhon Durán,Aston Villa,2.3501049228943853,60
Ollie Watkins2024-11-23T15:00:00Z,Ollie Watkins,Aston Villa,4.880391518472114,90
Leon Chiwome2024-11-23T15:00:00Z,Leon Chiwome,Wolves,0.0246625232449027,45
Matheus Santos Carneiro Da Cunha2024-11-23T15:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,4.243901829980675,68
Nathan Fraser2024-11-23T15:00:00Z,Nathan Fraser,Wolves,0.02470134591806695,45
Jørgen Strand Larsen2024-11-23T15:00:00Z,Jørgen Strand Larsen,Wolves,3.304586136430914,56
Saša Kalajdžić2024-11-23T15:00:00Z,Saša Kalajdžić,Wolves,0.045437509168735214,48
Armando Broja2024-11-23T15:00:00Z,Armando Broja,Everton,0.13983086808029135,54
Fábio Silva2024-11-23T15:00:00Z,Fábio Silva,Wolves,0.048259653886051766,50
Raúl Jiménez2024-11-23T15:00:00Z,Raúl Jiménez,Fulham,3.476567202904852,58
Jay Stansfield2024-11-23T15:00:00Z,Jay Stansfield,Fulham,0.08592857275277564,50
Rodrigo Muniz Carvalho2024-11-23T15:00:00Z,Rodrigo Muniz Carvalho,Fulham,1.3806126070092881,56
Carlos Vinícius Alves Morais2024-11-23T15:00:00Z,Carlos Vinícius Alves Morais,Fulham,0.09343536086170694,50
Daniel Jebbison2024-11-23T15:00:00Z,Daniel Jebbison,Bournemouth,0.11388593544484499,45
Chris Wood2024-11-23T15:00:00Z,Chris Wood,Nott'm Forest,3.994259578588194,66
Taiwo Awoniyi2024-11-23T15:00:00Z,Taiwo Awoniyi,Nott'm Forest,1.1336478411950641,56
Hwang Ui-jo2024-11-23T15:00:00Z,Hwang Ui-jo,Nott'm Forest,0.019343655793110925,45
Emmanuel Dennis2024-11-23T15:00:00Z,Emmanuel Dennis,Nott'm Forest,0.05389095661523434,49
Enes Ünal2024-11-23T15:00:00Z,Enes Ünal,Bournemouth,1.4007674902611218,54
Jamie Vardy2024-11-23T12:30:00Z,Jamie Vardy,Leicester,2.5918020718866215,57
Patson Daka2024-11-23T12:30:00Z,Patson Daka,Leicester,0.07044289427893062,48
Tom Cannon2024-11-23T12:30:00Z,Tom Cannon,Leicester,0.04360540111005308,45
Francisco Evanilson de Lima Barbosa2024-11-23T15:00:00Z,Francisco Evanilson de Lima Barbosa,Bournemouth,2.862754162149209,59
Odsonne Edouard2024-11-23T12:30:00Z,Odsonne Edouard,Leicester,0.6964664568165936,52
Niclas Füllkrug2024-11-25T20:00:00Z,Niclas Füllkrug,West Ham,0.3119059376570351,67
William Osula2024-11-25T20:00:00Z,William Osula,Newcastle,0.45831304934733796,50
Michail Antonio2024-11-25T20:00:00Z,Michail Antonio,West Ham,2.4518475388436456,54
Alexander Isak2024-11-25T20:00:00Z,Alexander Isak,Newcastle,3.6324489187522566,85
Callum Wilson2024-11-25T20:00:00Z,Callum Wilson,Newcastle,0.16703810179443854,69
Danny Ings2024-11-25T20:00:00Z,Danny Ings,West Ham,1.528594228609357,50
Freddie Ladapo2024-11-24T16:30:00Z,Freddie Ladapo,Ipswich,0.044787238524356905,45
George Hirst2024-11-24T16:30:00Z,George Hirst,Ipswich,2.7518851712915,54
Ali Al-Hamadi2024-11-24T16:30:00Z,Ali Al-Hamadi,Ipswich,0.12552059022753154,48
Rasmus Højlund2024-11-24T16:30:00Z,Rasmus Højlund,Man Utd,2.556522782115686,69
Joshua Zirkzee2024-11-24T16:30:00Z,Joshua Zirkzee,Man Utd,2.131665664777035,66
Liam Delap2024-11-24T16:30:00Z,Liam Delap,Ipswich,3.4092434640259563,56
Eddie Nketiah2024-11-23T15:00:00Z,Eddie Nketiah,Crystal Palace,1.5292374287341044,59
Dominic Calvert-Lewin2024-11-23T15:00:00Z,Dominic Calvert-Lewin,Everton,2.8600934888145226,57
Neal Maupay2024-11-23T15:00:00Z,Neal Maupay,Everton,0.0922300877021507,49
Norberto Bercique Gomes Betuncal2024-11-23T15:00:00Z,Norberto Bercique Gomes Betuncal,Everton,1.7585699406658009,50
Iliman Ndiaye2024-11-23T15:00:00Z,Iliman Ndiaye,Everton,2.686964604845092,54
Youssef Ramalho Chermiti2024-11-23T15:00:00Z,Youssef Ramalho Chermiti,Everton,0.07207960784405698,49
Ethan Wheatley2024-11-24T16:30:00Z,Ethan Wheatley,Man Utd,0.036153144125807515,45
Jean-Philippe Mateta2024-11-23T15:00:00Z,Jean-Philippe Mateta,Crystal Palace,2.4879765412658603,73
Ross Stewart2024-11-24T14:00:00Z,Ross Stewart,Southampton,0.12846813563892212,45
Adam Armstrong2024-11-24T14:00:00Z,Adam Armstrong,Southampton,2.4561966234255443,51
Paul Onuachu2024-11-24T14:00:00Z,Paul Onuachu,Southampton,0.6546700214402378,49
Sékou Mara2024-11-24T14:00:00Z,Sékou Mara,Southampton,0.0638677160509246,50
Cameron Archer2024-11-24T14:00:00Z,Cameron Archer,Southampton,2.357688000593992,50
