index,name,team,points,value
Calvin Bassey2024-11-23T15:00:00Z,Calvin Bassey,Fulham,3.0573589474946536,45
Álex Moreno Lopera2024-11-23T15:00:00Z,Álex Moreno Lopera,Nott'm Forest,1.7714551364091298,44
Rayan Aït-Nouri2024-11-23T15:00:00Z,Rayan Aït-Nouri,Wolves,2.9952522121797145,47
Toti António Gomes2024-11-23T15:00:00Z,Toti António Gomes,Wolves,2.4035568982570688,43
Issa Diop2024-11-23T15:00:00Z,Issa Diop,Fulham,0.9306808175525578,44
Kaelan Casey2024-11-25T20:00:00Z,Kaelan Casey,West Ham,0.030462315482212,40
Bastien Meupiyou2024-11-23T15:00:00Z,Bastien Meupiyou,Wolves,0.028004162420423695,40
Murillo Santiago Costa dos Santos2024-11-23T15:00:00Z,Murillo Santiago Costa dos Santos,Nott'm Forest,2.176514343791447,45
Marcos Senesi2024-11-23T15:00:00Z,Marcos Senesi,Bournemouth,2.302468711495065,48
Chris Mepham2024-11-23T15:00:00Z,Chris Mepham,Bournemouth,0.08704604381733813,44
Neco Williams2024-11-23T15:00:00Z,Neco Williams,Nott'm Forest,0.8429580259103499,43
Nikola Milenković2024-11-23T15:00:00Z,Nikola Milenković,Nott'm Forest,2.0388707919245785,45
Ola Aina2024-11-23T15:00:00Z,Ola Aina,Nott'm Forest,1.7389709350337634,47
Willy Boly2024-11-23T15:00:00Z,Willy Boly,Nott'm Forest,0.1471786701182498,43
Illia Zabarnyi2024-11-23T15:00:00Z,Illia Zabarnyi,Bournemouth,2.7813655975337035,44
Max Aarons2024-11-23T15:00:00Z,Max Aarons,Bournemouth,0.08718796007201862,43
Jonathan Panzo2024-11-23T15:00:00Z,Jonathan Panzo,Nott'm Forest,0.00786404477935515,40
Adam Smith2024-11-23T15:00:00Z,Adam Smith,Bournemouth,2.1428957043946135,45
James Hill2024-11-23T15:00:00Z,James Hill,Bournemouth,0.03736249475678658,40
Milos Kerkez2024-11-23T15:00:00Z,Milos Kerkez,Bournemouth,2.7841703224211036,44
Joe Worrall2024-11-23T15:00:00Z,Joe Worrall,Nott'm Forest,0.03962982071293602,45
Julián Araujo Zúñiga2024-11-23T15:00:00Z,Julián Araujo Zúñiga,Bournemouth,0.7115029940868685,44
Harry Toffolo2024-11-23T15:00:00Z,Harry Toffolo,Nott'm Forest,0.09384961055351004,43
Omar Richards2024-11-23T15:00:00Z,Omar Richards,Nott'm Forest,0.032507558332412624,45
Andrew Omobamidele2024-11-23T15:00:00Z,Andrew Omobamidele,Nott'm Forest,0.039518105761533286,43
Dean Huijsen2024-11-23T15:00:00Z,Dean Huijsen,Bournemouth,1.0560987857515804,43
Felipe Rodrigues da Silva2024-11-23T15:00:00Z,Felipe Rodrigues da Silva,Nott'm Forest,0.9077799682467305,45
Ben Nelson2024-11-23T12:30:00Z,Ben Nelson,Leicester,0.02808255410597274,40
Wout Faes2024-11-23T12:30:00Z,Wout Faes,Leicester,2.000004998370911,42
Jannik Vestergaard2024-11-23T12:30:00Z,Jannik Vestergaard,Leicester,1.1074613746579662,40
Ricardo Barbosa Pereira2024-11-23T12:30:00Z,Ricardo Barbosa Pereira,Leicester,0.9618420818126998,42
James Justin2024-11-23T12:30:00Z,James Justin,Leicester,1.663914899285442,46
Harry Souttar2024-11-23T12:30:00Z,Harry Souttar,Leicester,0.02808255410597274,40
Caleb Okoli2024-11-23T12:30:00Z,Caleb Okoli,Leicester,0.5310461139655857,40
Victor Kristiansen2024-11-23T12:30:00Z,Victor Kristiansen,Leicester,1.316753017645024,45
Conor Coady2024-11-23T12:30:00Z,Conor Coady,Leicester,0.032787683072725775,40
Luke Thomas2024-11-23T12:30:00Z,Luke Thomas,Leicester,0.03742657311630959,39
Roman Dixon2024-11-23T15:00:00Z,Roman Dixon,Everton,0.09493344837442391,40
Nayef Aguerd2024-11-25T20:00:00Z,Nayef Aguerd,West Ham,0.0976023072652531,44
Vladimír Coufal2024-11-25T20:00:00Z,Vladimír Coufal,West Ham,0.8173252391090857,43
Trevoh Chalobah2024-11-23T15:00:00Z,Trevoh Chalobah,Crystal Palace,1.1924606350755778,44
Miodrag Pivaš2024-11-25T20:00:00Z,Miodrag Pivaš,Newcastle,0.0260688915234396,40
Tino Livramento2024-11-25T20:00:00Z,Tino Livramento,Newcastle,2.859107579100358,45
Sven Botman2024-11-25T20:00:00Z,Sven Botman,Newcastle,0.08472851418564306,44
Aaron Cresswell2024-11-25T20:00:00Z,Aaron Cresswell,West Ham,0.29597607352431754,40
Jamaal Lascelles2024-11-25T20:00:00Z,Jamaal Lascelles,Newcastle,0.09734025711334472,45
Jamal Lewis2024-11-25T20:00:00Z,Jamal Lewis,Newcastle,0.01930800089406173,40
Jean-Clair Todibo2024-11-25T20:00:00Z,Jean-Clair Todibo,West Ham,1.5866362026781369,43
Kieran Trippier2024-11-25T20:00:00Z,Kieran Trippier,Newcastle,0.5035195949260648,56
Konstantinos Mavropanos2024-11-25T20:00:00Z,Konstantinos Mavropanos,West Ham,0.9904350286010604,45
Lewis Hall2024-11-25T20:00:00Z,Lewis Hall,Newcastle,3.1262303174622774,44
Aaron Wan-Bissaka2024-11-25T20:00:00Z,Aaron Wan-Bissaka,West Ham,1.8780516780904586,44
Alex Murphy2024-11-25T20:00:00Z,Alex Murphy,Newcastle,0.01932542186385708,40
Fabian Schär2024-11-25T20:00:00Z,Fabian Schär,Newcastle,3.4019336885233566,54
Dan Burn2024-11-25T20:00:00Z,Dan Burn,Newcastle,3.0781282552950557,44
Emerson Palmieri dos Santos2024-11-25T20:00:00Z,Emerson Palmieri dos Santos,West Ham,2.3025476886922513,44
Emil Krafth2024-11-25T20:00:00Z,Emil Krafth,Newcastle,0.37539582492028883,44
Kurt Zouma2024-11-25T20:00:00Z,Kurt Zouma,West Ham,0.20595836342122828,44
Lloyd Kelly2024-11-25T20:00:00Z,Lloyd Kelly,Newcastle,0.6319273425224211,43
Max Kilman2024-11-25T20:00:00Z,Max Kilman,West Ham,2.37476955703188,45
Matt Targett2024-11-25T20:00:00Z,Matt Targett,Newcastle,0.023618624471514596,40
Dara O'Shea2024-11-24T16:30:00Z,Dara O'Shea,Ipswich,2.109463116481851,40
Elkan Baggott2024-11-24T16:30:00Z,Elkan Baggott,Ipswich,0.03455417324556876,40
Corrie Ndaba2024-11-24T16:30:00Z,Corrie Ndaba,Ipswich,0.03455417324556876,40
Diogo Dalot Teixeira2024-11-24T16:30:00Z,Diogo Dalot Teixeira,Man Utd,2.4956675543256,52
Noussair Mazraoui2024-11-24T16:30:00Z,Noussair Mazraoui,Man Utd,3.2073971962505285,46
George Edmundson2024-11-24T16:30:00Z,George Edmundson,Ipswich,0.04414007758493242,40
Conor Townsend2024-11-24T16:30:00Z,Conor Townsend,Ipswich,0.33217794077487406,40
Matthijs de Ligt2024-11-24T16:30:00Z,Matthijs de Ligt,Man Utd,3.1942088522422685,50
Axel Tuanzebe2024-11-24T16:30:00Z,Axel Tuanzebe,Ipswich,0.8677359110243164,40
Ben Johnson2024-11-24T16:30:00Z,Ben Johnson,Ipswich,1.7117760533868034,40
Victor Lindelöf2024-11-24T16:30:00Z,Victor Lindelöf,Man Utd,1.0809311500828382,43
Cameron Burgess2024-11-24T16:30:00Z,Cameron Burgess,Ipswich,2.164177108571075,39
Tyrell Malacia2024-11-24T16:30:00Z,Tyrell Malacia,Man Utd,0.07114878529160977,44
Harry Maguire2024-11-24T16:30:00Z,Harry Maguire,Man Utd,0.4357749485294045,49
Harry Clarke2024-11-24T16:30:00Z,Harry Clarke,Ipswich,0.18613573506177433,40
Lisandro Martínez2024-11-24T16:30:00Z,Lisandro Martínez,Man Utd,2.9945476976637195,44
Leif Davis2024-11-24T16:30:00Z,Leif Davis,Ipswich,3.0573507490805953,45
Leny Yoro2024-11-24T16:30:00Z,Leny Yoro,Man Utd,0.07767687115590538,43
Jacob Greaves2024-11-24T16:30:00Z,Jacob Greaves,Ipswich,0.30378543910549344,40
Jonny Evans2024-11-24T16:30:00Z,Jonny Evans,Man Utd,0.9886348232758975,44
Luke Shaw2024-11-24T16:30:00Z,Luke Shaw,Man Utd,0.1286636449173289,49
Luke Woolfenden2024-11-24T16:30:00Z,Luke Woolfenden,Ipswich,0.64418059095525,40
Harry Amass2024-11-24T16:30:00Z,Harry Amass,Man Utd,0.031626232027236516,40
Séamus Coleman2024-11-23T15:00:00Z,Séamus Coleman,Everton,0.12790662625633456,43
Jarrad Branthwaite2024-11-23T15:00:00Z,Jarrad Branthwaite,Everton,1.829884760770999,48
Mason Holgate2024-11-23T15:00:00Z,Mason Holgate,Everton,0.05144218799941617,40
Vitalii Mykolenko2024-11-23T15:00:00Z,Vitalii Mykolenko,Everton,2.7827465288467543,43
Ashley Young2024-11-23T15:00:00Z,Ashley Young,Everton,2.953085905511882,45
Michael Keane2024-11-23T15:00:00Z,Michael Keane,Everton,1.9606632460936542,43
Nathan Patterson2024-11-23T15:00:00Z,Nathan Patterson,Everton,0.08253547618320553,44
James Tarkowski2024-11-23T15:00:00Z,James Tarkowski,Everton,2.789080640751653,48
Jake O'Brien2024-11-23T15:00:00Z,Jake O'Brien,Everton,0.09172285613266175,46
Chris Richards2024-11-23T15:00:00Z,Chris Richards,Crystal Palace,0.2803476329847966,44
Joel Ward2024-11-23T15:00:00Z,Joel Ward,Crystal Palace,0.046600766113240384,43
Tyrick Mitchell2024-11-23T15:00:00Z,Tyrick Mitchell,Crystal Palace,2.0464654220760425,49
Chadi Riad Dnanou2024-11-23T15:00:00Z,Chadi Riad Dnanou,Crystal Palace,0.09123222082115284,43
Marc Guéhi2024-11-23T15:00:00Z,Marc Guéhi,Crystal Palace,1.4184799923090419,45
Rob Holding2024-11-23T15:00:00Z,Rob Holding,Crystal Palace,0.02565203038162682,43
Nathaniel Clyne2024-11-23T15:00:00Z,Nathaniel Clyne,Crystal Palace,0.9193674591375656,44
Daniel Muñoz2024-11-23T15:00:00Z,Daniel Muñoz,Crystal Palace,2.2849080477053194,48
Maxence Lacroix2024-11-23T15:00:00Z,Maxence Lacroix,Crystal Palace,1.7104069661085628,45
Ronnie Edwards2024-11-24T14:00:00Z,Ronnie Edwards,Southampton,0.012898512595294185,39
Ryan Manning2024-11-24T14:00:00Z,Ryan Manning,Southampton,1.7828736092158393,43
Jack Stephens2024-11-24T14:00:00Z,Jack Stephens,Southampton,1.5297393190110085,40
Kyle Walker-Peters2024-11-24T14:00:00Z,Kyle Walker-Peters,Southampton,1.8998707353566124,44
James Bree2024-11-24T14:00:00Z,James Bree,Southampton,0.3275376504853844,39
Nathan Wood-Gordon2024-11-24T14:00:00Z,Nathan Wood-Gordon,Southampton,0.012855081454005157,40
Charlie Taylor2024-11-24T14:00:00Z,Charlie Taylor,Southampton,0.2582552253740057,39
Taylor Harwood-Bellis2024-11-24T14:00:00Z,Taylor Harwood-Bellis,Southampton,1.7805429386191522,41
Sugawara Yukinari2024-11-24T14:00:00Z,Sugawara Yukinari,Southampton,1.296660443907457,45
Juan Larios López2024-11-24T14:00:00Z,Juan Larios López,Southampton,0.012855081454005157,40
Jan Bednarek2024-11-24T14:00:00Z,Jan Bednarek,Southampton,1.3093390582641318,40
Armel Bella-Kotchap2024-11-24T14:00:00Z,Armel Bella-Kotchap,Southampton,0.012898512595294185,39
Caleb Kporha2024-11-23T15:00:00Z,Caleb Kporha,Crystal Palace,0.024179676915930773,40
Jahmai Simpson-Pusey2024-11-23T17:30:00Z,Jahmai Simpson-Pusey,Man City,0.005186695819910483,40
Josh Wilson-Esbrand2024-11-23T17:30:00Z,Josh Wilson-Esbrand,Man City,0.005186695819910483,40
Ollie Scarles2024-11-25T20:00:00Z,Ollie Scarles,West Ham,0.11220317523530682,40
