index,name,team,points,value
Tony Yogane2024-11-23T15:00:00Z,Tony Yogane,Brentford,0.026502115033989332,45
João Félix Sequeira2024-11-23T12:30:00Z,João Félix Sequeira,Chelsea,1.0560891776137804,61
Gustavo Nunes Fernandes Gomes2024-11-23T15:00:00Z,Gustavo Nunes Fernandes Gomes,Brentford,0.05300062605993725,49
Ilkay Gündogan2024-11-23T17:30:00Z,Ilkay Gündogan,Man City,2.8841529749923125,65
Mikey Moore2024-11-23T17:30:00Z,Mikey Moore,Spurs,0.4646061867549874,45
Dejan Kulusevski2024-11-23T17:30:00Z,Dejan Kulusevski,Spurs,2.9569844417713225,63
Timo Werner2024-11-23T17:30:00Z,Timo Werner,Spurs,1.1001546450659818,62
Lucas Bergvall2024-11-23T17:30:00Z,Lucas Bergvall,Spurs,0.16925810747520034,44
Manor Solomon2024-11-23T17:30:00Z,Manor Solomon,Spurs,0.050778732432466805,54
Bryan Gil Salvatierra2024-11-23T17:30:00Z,Bryan Gil Salvatierra,Spurs,0.04410388262388891,50
Brennan Johnson2024-11-23T17:30:00Z,Brennan Johnson,Spurs,3.616600764657052,68
Son Heung-min2024-11-23T17:30:00Z,Son Heung-min,Spurs,2.587559698851473,99
Giovani Lo Celso2024-11-23T17:30:00Z,Giovani Lo Celso,Spurs,0.05326510209362241,49
Pape Matar Sarr2024-11-23T17:30:00Z,Pape Matar Sarr,Spurs,1.662459639324339,48
Rodrigo Bentancur2024-11-23T17:30:00Z,Rodrigo Bentancur,Spurs,1.628919128830854,50
James Maddison2024-11-23T17:30:00Z,James Maddison,Spurs,1.6050887390263051,76
Archie Gray2024-11-23T17:30:00Z,Archie Gray,Spurs,0.32219585073634915,47
Pierre-Emile Højbjerg2024-11-23T17:30:00Z,Pierre-Emile Højbjerg,Spurs,0.05871701508312134,50
Wilson Odobert2024-11-23T17:30:00Z,Wilson Odobert,Spurs,0.3249784620682127,53
Yves Bissouma2024-11-23T17:30:00Z,Yves Bissouma,Spurs,1.3415658491384983,49
Alfie Devine2024-11-23T17:30:00Z,Alfie Devine,Spurs,0.02017856978517741,45
Vitaly Janelt2024-11-23T15:00:00Z,Vitaly Janelt,Brentford,3.1977629901713818,49
Mathias Jensen2024-11-23T15:00:00Z,Mathias Jensen,Brentford,1.5455507740474816,53
Ryan Trevitt2024-11-23T15:00:00Z,Ryan Trevitt,Brentford,0.03663945670357315,45
Oscar Bobb2024-11-23T17:30:00Z,Oscar Bobb,Man City,0.07441289724482135,47
Jérémy Doku2024-11-23T17:30:00Z,Jérémy Doku,Man City,1.5794410114485322,63
Yehor Yarmoliuk2024-11-23T15:00:00Z,Yehor Yarmoliuk,Brentford,0.6879927317224975,44
Bryan Mbeumo2024-11-23T15:00:00Z,Bryan Mbeumo,Brentford,4.232284125556417,79
Christian Nørgaard2024-11-23T15:00:00Z,Christian Nørgaard,Brentford,2.5878511413774747,48
Ethan Brierley2024-11-23T15:00:00Z,Ethan Brierley,Brentford,0.020841688099014564,45
Nico O'Reilly2024-11-23T17:30:00Z,Nico O'Reilly,Man City,0.0715512638451898,50
Kevin De Bruyne2024-11-23T17:30:00Z,Kevin De Bruyne,Man City,2.05342860025881,94
Keane Lewis-Potter2024-11-23T15:00:00Z,Keane Lewis-Potter,Brentford,2.785618713146827,50
Frank Onyeka2024-11-23T15:00:00Z,Frank Onyeka,Brentford,0.10550558577687069,49
Fábio Freitas Gouveia Carvalho2024-11-23T15:00:00Z,Fábio Freitas Gouveia Carvalho,Brentford,1.0748573324230246,48
Kadan Young2024-11-23T15:00:00Z,Kadan Young,Aston Villa,0.04675301079692859,45
Kevin Schade2024-11-23T15:00:00Z,Kevin Schade,Brentford,1.1357124737399666,51
Myles Peart-Harris2024-11-23T15:00:00Z,Myles Peart-Harris,Brentford,0.029182542504709266,45
Phil Foden2024-11-23T17:30:00Z,Phil Foden,Man City,4.499677892370068,92
Matheus Luiz Nunes2024-11-23T17:30:00Z,Matheus Luiz Nunes,Man City,3.0452664131745455,49
Mateo Kovačić2024-11-23T17:30:00Z,Mateo Kovačić,Man City,3.5099545385642292,56
James McAtee2024-11-23T17:30:00Z,James McAtee,Man City,0.12432092838400507,47
Mikkel Damsgaard2024-11-23T15:00:00Z,Mikkel Damsgaard,Brentford,3.444773440443905,50
Rodrigo 'Rodri' Hernandez2024-11-23T17:30:00Z,Rodrigo 'Rodri' Hernandez,Man City,0.2966240425641359,63
Yunus Emre Konak2024-11-23T15:00:00Z,Yunus Emre Konak,Brentford,0.2371548278649649,45
Josh Dasilva2024-11-23T15:00:00Z,Josh Dasilva,Brentford,0.0466855387757393,48
Jack Grealish2024-11-23T17:30:00Z,Jack Grealish,Man City,0.577210658879292,64
Bernardo Veiga de Carvalho e Silva2024-11-23T17:30:00Z,Bernardo Veiga de Carvalho e Silva,Man City,3.177084617253713,64
Ismeal Kabia2024-11-23T15:00:00Z,Ismeal Kabia,Arsenal,0.0472411453866914,45
Sávio 'Savinho' Moreira de Oliveira2024-11-23T17:30:00Z,Sávio 'Savinho' Moreira de Oliveira,Man City,2.2424995820133375,65
Alexis Mac Allister2024-11-24T14:00:00Z,Alexis Mac Allister,Liverpool,2.772481923980321,62
Enzo Fernández2024-11-23T12:30:00Z,Enzo Fernández,Chelsea,1.8726886795423103,48
Endo Wataru2024-11-24T14:00:00Z,Endo Wataru,Liverpool,0.9341337853207607,47
Diogo Teixeira da Silva2024-11-24T14:00:00Z,Diogo Teixeira da Silva,Liverpool,0.9875895558732632,72
Dominik Szoboszlai2024-11-24T14:00:00Z,Dominik Szoboszlai,Liverpool,2.727517778946778,63
Kiernan Dewsbury-Hall2024-11-23T12:30:00Z,Kiernan Dewsbury-Hall,Chelsea,0.17377604274058212,56
Andrey Nascimento dos Santos2024-11-23T12:30:00Z,Andrey Nascimento dos Santos,Chelsea,0.021000620081987942,45
Stefan Bajčetić Maquieira2024-11-24T14:00:00Z,Stefan Bajčetić Maquieira,Liverpool,0.06660033045380395,45
Moisés Caicedo Corozo2024-11-23T12:30:00Z,Moisés Caicedo Corozo,Chelsea,3.0999124326981433,49
Ângelo Gabriel Borges Damaceno2024-11-23T12:30:00Z,Ângelo Gabriel Borges Damaceno,Chelsea,0.021499585550755016,45
Renato Palma Veiga2024-11-23T12:30:00Z,Renato Palma Veiga,Chelsea,0.22926031346520995,45
