index,name,team,points,value
Jan Bednarek2024-11-09T15:00:00Z,Jan Bednarek,Southampton,1.681620311,40
William Saliba2024-11-10T16:30:00Z,William Saliba,Arsenal,1.679663854,60
Pervis Estupiñán2024-11-09T17:30:00Z,Pervis Estupiñán,Brighton,1.674912925,50
Jurriën Timber2024-11-10T16:30:00Z,Jurriën Timber,Arsenal,1.627888292,55
Adam Smith2024-11-09T15:00:00Z,Adam Smith,Bournemouth,1.566973859,45
Sugawara Yukinari2024-11-09T15:00:00Z,Sugawara Yukinari,Southampton,1.485849716,45
Lewis Dunk2024-11-09T17:30:00Z,Lewis Dunk,Brighton,1.466765384,44
Matty Cash2024-11-09T20:00:00Z,Matty Cash,Aston Villa,1.465352025,44
Konstantinos Tsimikas2024-11-09T20:00:00Z,Konstantinos Tsimikas,Liverpool,1.430008828,46
Victor Kristiansen2024-11-10T14:00:00Z,Victor Kristiansen,Leicester,1.416755989,45
Dara O'Shea2024-11-10T14:00:00Z,Dara O'Shea,Ipswich,1.411903321,40
Wesley Fofana2024-11-10T16:30:00Z,Wesley Fofana,Chelsea,1.394910272,45
Ezri Konsa Ngoyo2024-11-09T20:00:00Z,Ezri Konsa Ngoyo,Aston Villa,1.382350983,45
Joachim Andersen2024-11-09T15:00:00Z,Joachim Andersen,Fulham,1.330452875,43
Neco Williams2024-11-10T14:00:00Z,Neco Williams,Nott'm Forest,1.314349004,44
Kyle Walker2024-11-09T17:30:00Z,Kyle Walker,Man City,1.255460844,52
Riccardo Calafiori2024-11-10T16:30:00Z,Riccardo Calafiori,Arsenal,1.236153072,58
Konstantinos Mavropanos2024-11-09T15:00:00Z,Konstantinos Mavropanos,West Ham,1.228033928,45
Marc Cucurella Saseta2024-11-10T16:30:00Z,Marc Cucurella Saseta,Chelsea,1.220084272,50
Issa Diop2024-11-09T15:00:00Z,Issa Diop,Fulham,1.186437443,44
Felipe Rodrigues da Silva2024-11-10T14:00:00Z,Felipe Rodrigues da Silva,Nott'm Forest,1.181643115,45
Nathan Aké2024-11-09T17:30:00Z,Nathan Aké,Man City,1.152527007,53
Radu Drăgușin2024-11-10T14:00:00Z,Radu Drăgușin,Spurs,1.123261418,43
Victor Lindelöf2024-11-10T14:00:00Z,Victor Lindelöf,Man Utd,1.121059418,43
Cameron Burgess2024-11-10T14:00:00Z,Cameron Burgess,Ipswich,1.117223654,39
Jonny Evans2024-11-10T14:00:00Z,Jonny Evans,Man Utd,1.102372311,44
Joe Gomez2024-11-09T20:00:00Z,Joe Gomez,Liverpool,1.087063308,48
Timothy Castagne2024-11-09T15:00:00Z,Timothy Castagne,Fulham,1.081067241,42
Kristoffer Ajer2024-11-09T15:00:00Z,Kristoffer Ajer,Brentford,1.040606551,44
Luke Woolfenden2024-11-10T14:00:00Z,Luke Woolfenden,Ipswich,1.003237008,40
Oleksandr Zinchenko2024-11-10T16:30:00Z,Oleksandr Zinchenko,Arsenal,1.002306433,48
Jarrad Branthwaite2024-11-09T15:00:00Z,Jarrad Branthwaite,Everton,0.962824719,48
Diego Carlos Santos Silva2024-11-09T20:00:00Z,Diego Carlos Santos Silva,Aston Villa,0.950918451,45
Ricardo Barbosa Pereira2024-11-10T14:00:00Z,Ricardo Barbosa Pereira,Leicester,0.907295235,42
Jakub Kiwior2024-11-10T16:30:00Z,Jakub Kiwior,Arsenal,0.863679784,48
Jannik Vestergaard2024-11-10T14:00:00Z,Jannik Vestergaard,Leicester,0.855778169,40
Ben Davies2024-11-10T14:00:00Z,Ben Davies,Spurs,0.855132611,43
Tariq Lamptey2024-11-09T17:30:00Z,Tariq Lamptey,Brighton,0.849072851,44
Tosin Adarabioyo2024-11-10T16:30:00Z,Tosin Adarabioyo,Chelsea,0.843454168,43
Caleb Okoli2024-11-10T14:00:00Z,Caleb Okoli,Leicester,0.795478805,40
Charlie Taylor2024-11-09T15:00:00Z,Charlie Taylor,Southampton,0.765351512,39
Ian Maatsen2024-11-09T20:00:00Z,Ian Maatsen,Aston Villa,0.758378144,47
Ben Johnson2024-11-10T14:00:00Z,Ben Johnson,Ipswich,0.7337465,40
Julián Araujo Zúñiga2024-11-09T15:00:00Z,Julián Araujo Zúñiga,Bournemouth,0.727976498,44
Benoît Badiashile2024-11-10T16:30:00Z,Benoît Badiashile,Chelsea,0.717235689,43
Nathaniel Clyne2024-11-09T15:00:00Z,Nathaniel Clyne,Crystal Palace,0.639767361,44
Lloyd Kelly2024-11-10T14:00:00Z,Lloyd Kelly,Newcastle,0.576929238,43
Kieran Trippier2024-11-10T14:00:00Z,Kieran Trippier,Newcastle,0.491606233,56
Ben Mee2024-11-09T15:00:00Z,Ben Mee,Brentford,0.481860513,42
Conor Bradley2024-11-09T20:00:00Z,Conor Bradley,Liverpool,0.478308477,47
Dean Huijsen2024-11-09T15:00:00Z,Dean Huijsen,Bournemouth,0.471438175,43
Jorge Cuenca Barreno2024-11-09T15:00:00Z,Jorge Cuenca Barreno,Fulham,0.428295774,44
James Bree2024-11-09T15:00:00Z,James Bree,Southampton,0.417983503,39
Harry Clarke2024-11-10T14:00:00Z,Harry Clarke,Ipswich,0.394163541,40
Vladimír Coufal2024-11-09T15:00:00Z,Vladimír Coufal,West Ham,0.3892091,43
Harry Maguire2024-11-10T14:00:00Z,Harry Maguire,Man Utd,0.386604552,49
Chris Richards2024-11-09T15:00:00Z,Chris Richards,Crystal Palace,0.358036988,44
Emil Krafth2024-11-10T14:00:00Z,Emil Krafth,Newcastle,0.336972247,44
Axel Disasi2024-11-10T16:30:00Z,Axel Disasi,Chelsea,0.320808386,43
Aaron Cresswell2024-11-09T15:00:00Z,Aaron Cresswell,West Ham,0.316438469,40
Conor Townsend2024-11-10T14:00:00Z,Conor Townsend,Ipswich,0.289561053,40
Matt Doherty2024-11-09T15:00:00Z,Matt Doherty,Wolves,0.269963274,43
Axel Tuanzebe2024-11-10T14:00:00Z,Axel Tuanzebe,Ipswich,0.25950455,40
Jacob Greaves2024-11-10T14:00:00Z,Jacob Greaves,Ipswich,0.244156143,41
Willy Boly2024-11-10T14:00:00Z,Willy Boly,Nott'm Forest,0.233863266,43
Yerson Mosquera2024-11-09T15:00:00Z,Yerson Mosquera,Wolves,0.226395417,40
Kurt Zouma2024-11-09T15:00:00Z,Kurt Zouma,West Ham,0.225156284,44
Djed Spence2024-11-10T14:00:00Z,Djed Spence,Spurs,0.187433864,44
Harry Toffolo2024-11-10T14:00:00Z,Harry Toffolo,Nott'm Forest,0.185858152,43
Lamare Bogarde2024-11-09T20:00:00Z,Lamare Bogarde,Aston Villa,0.158070765,40
Séamus Coleman2024-11-09T15:00:00Z,Séamus Coleman,Everton,0.138841952,43
Adam Webster2024-11-09T17:30:00Z,Adam Webster,Brighton,0.138008532,43
Kosta Nedeljković2024-11-09T20:00:00Z,Kosta Nedeljković,Aston Villa,0.131891636,40
Jarell Quansah2024-11-09T20:00:00Z,Jarell Quansah,Liverpool,0.130025562,40
Tim Ream2024-11-09T15:00:00Z,Tim Ream,Fulham,0.126916765,45
Sergio Reguilón2024-11-10T14:00:00Z,Sergio Reguilón,Spurs,0.125429515,42
Chadi Riad Dnanou2024-11-09T15:00:00Z,Chadi Riad Dnanou,Crystal Palace,0.123995569,43
Nayef Aguerd2024-11-09T15:00:00Z,Nayef Aguerd,West Ham,0.119207601,44
Hugo Bueno López2024-11-09T15:00:00Z,Hugo Bueno López,Wolves,0.117768545,45
João Cavaco Cancelo2024-11-09T17:30:00Z,João Cavaco Cancelo,Man City,0.116747456,53
Jake O'Brien2024-11-09T15:00:00Z,Jake O'Brien,Everton,0.114933378,47
Luke Shaw2024-11-10T14:00:00Z,Luke Shaw,Man Utd,0.11386834,49
Emerson Leite de Souza Junior2024-11-10T14:00:00Z,Emerson Leite de Souza Junior,Spurs,0.104785006,45
Mathias Jorgensen2024-11-09T15:00:00Z,Mathias Jorgensen,Brentford,0.100494773,45
Joe Worrall2024-11-10T14:00:00Z,Joe Worrall,Nott'm Forest,0.095957259,45
Jamaal Lascelles2024-11-10T14:00:00Z,Jamaal Lascelles,Newcastle,0.092664122,45
Roman Dixon2024-11-09T15:00:00Z,Roman Dixon,Everton,0.091969266,40
Jahmai Simpson-Pusey2024-11-09T17:30:00Z,Jahmai Simpson-Pusey,Man City,0.091104782,40
Joel Ward2024-11-09T15:00:00Z,Joel Ward,Crystal Palace,0.091042299,43
Andrew Omobamidele2024-11-10T14:00:00Z,Andrew Omobamidele,Nott'm Forest,0.090170273,43
Nathan Patterson2024-11-09T15:00:00Z,Nathan Patterson,Everton,0.088957204,44
Omar Richards2024-11-10T14:00:00Z,Omar Richards,Nott'm Forest,0.086084808,45
Max Aarons2024-11-09T15:00:00Z,Max Aarons,Bournemouth,0.084692654,43
Sven Botman2024-11-10T14:00:00Z,Sven Botman,Newcastle,0.082551836,44
Ben Chilwell2024-11-10T16:30:00Z,Ben Chilwell,Chelsea,0.08159405,47
Tomiyasu Takehiro2024-11-10T16:30:00Z,Tomiyasu Takehiro,Arsenal,0.081497939,48
Ryan Sessegnon2024-11-09T15:00:00Z,Ryan Sessegnon,Fulham,0.077402152,42
Chris Mepham2024-11-09T15:00:00Z,Chris Mepham,Bournemouth,0.076993893,44
Aaron Hickey2024-11-09T15:00:00Z,Aaron Hickey,Brentford,0.069112872,43
Rico Henry2024-11-09T15:00:00Z,Rico Henry,Brentford,0.066467743,43
Leny Yoro2024-11-10T14:00:00Z,Leny Yoro,Man Utd,0.066302342,43
Tyrell Malacia2024-11-10T14:00:00Z,Tyrell Malacia,Man Utd,0.06280415,44
Issa Kaboré2024-11-09T17:30:00Z,Issa Kaboré,Man City,0.061604062,45
Rob Holding2024-11-09T15:00:00Z,Rob Holding,Crystal Palace,0.05592875,43
Alfie Pond2024-11-09T15:00:00Z,Alfie Pond,Wolves,0.053855559,40
Bastien Meupiyou2024-11-09T15:00:00Z,Bastien Meupiyou,Wolves,0.053705477,40
Pedro Cardoso de Lima2024-11-09T15:00:00Z,Pedro Cardoso de Lima,Wolves,0.05283311,40
Tyrone Mings2024-11-09T20:00:00Z,Tyrone Mings,Aston Villa,0.048649806,44
Ki-Jana Hoever2024-11-09T15:00:00Z,Ki-Jana Hoever,Wolves,0.04731878,40
Jonathan Panzo2024-11-10T14:00:00Z,Jonathan Panzo,Nott'm Forest,0.044232028,40
Kieran Tierney2024-11-10T16:30:00Z,Kieran Tierney,Arsenal,0.043905006,43
Kaelan Casey2024-11-09T15:00:00Z,Kaelan Casey,West Ham,0.043824734,40
Kim Ji-soo2024-11-09T15:00:00Z,Kim Ji-soo,Brentford,0.04367377,39
Ashley Phillips2024-11-10T14:00:00Z,Ashley Phillips,Spurs,0.043342437,40
Malang Sarr2024-11-10T16:30:00Z,Malang Sarr,Chelsea,0.040461544,45
Mason Holgate2024-11-09T15:00:00Z,Mason Holgate,Everton,0.036476807,40
Kevin Mbabu2024-11-09T15:00:00Z,Kevin Mbabu,Fulham,0.036082002,40
Caleb Kporha2024-11-09T15:00:00Z,Caleb Kporha,Crystal Palace,0.035986337,40
Alfie Gilchrist2024-11-10T16:30:00Z,Alfie Gilchrist,Chelsea,0.035181645,40
Luke Thomas2024-11-10T14:00:00Z,Luke Thomas,Leicester,0.034446439,39
Jayden Meghoma2024-11-09T15:00:00Z,Jayden Meghoma,Brentford,0.033066525,40
Rhys Williams2024-11-09T20:00:00Z,Rhys Williams,Liverpool,0.032776149,40
Harry Amass2024-11-10T14:00:00Z,Harry Amass,Man Utd,0.032498395,40
Valentín Barco2024-11-09T17:30:00Z,Valentín Barco,Brighton,0.032415425,40
Conor Coady2024-11-10T14:00:00Z,Conor Coady,Leicester,0.03206431,40
Josh Nichols2024-11-10T16:30:00Z,Josh Nichols,Arsenal,0.031858378,40
Ayden Heaven2024-11-10T16:30:00Z,Ayden Heaven,Arsenal,0.028798049,40
Maldini Kacurri2024-11-10T16:30:00Z,Maldini Kacurri,Arsenal,0.028798049,40
Lino da Cruz Sousa2024-11-09T20:00:00Z,Lino da Cruz Sousa,Aston Villa,0.028026678,40
Caleb Wiley2024-11-10T16:30:00Z,Caleb Wiley,Chelsea,0.027827346,40
James Hill2024-11-09T15:00:00Z,James Hill,Bournemouth,0.027265667,40
Odeluga Offiah2024-11-09T17:30:00Z,Odeluga Offiah,Brighton,0.027180746,40
Nathaniel Phillips2024-11-09T20:00:00Z,Nathaniel Phillips,Liverpool,0.026879833,40
Imari Samuels2024-11-09T17:30:00Z,Imari Samuels,Brighton,0.026109658,40
Miodrag Pivaš2024-11-10T14:00:00Z,Miodrag Pivaš,Newcastle,0.026102359,40
Sil Swinkels2024-11-09T20:00:00Z,Sil Swinkels,Aston Villa,0.025860312,40
Matt Targett2024-11-10T14:00:00Z,Matt Targett,Newcastle,0.024668349,40
Ronnie Edwards2024-11-09T15:00:00Z,Ronnie Edwards,Southampton,0.024368618,39
George Edmundson2024-11-10T14:00:00Z,George Edmundson,Ipswich,0.024202247,40
Ben Nelson2024-11-10T14:00:00Z,Ben Nelson,Leicester,0.023322631,40
Harry Souttar2024-11-10T14:00:00Z,Harry Souttar,Leicester,0.023322631,40
Kortney Hause2024-11-09T20:00:00Z,Kortney Hause,Aston Villa,0.022176958,40
Kaine Kesler-Hayden2024-11-09T20:00:00Z,Kaine Kesler-Hayden,Aston Villa,0.022176958,40
Alex Murphy2024-11-10T14:00:00Z,Alex Murphy,Newcastle,0.020792012,40
Jamal Lewis2024-11-10T14:00:00Z,Jamal Lewis,Newcastle,0.020775976,40
Elkan Baggott2024-11-10T14:00:00Z,Elkan Baggott,Ipswich,0.017800929,40
Corrie Ndaba2024-11-10T14:00:00Z,Corrie Ndaba,Ipswich,0.017800929,40
Nathan Wood-Gordon2024-11-09T15:00:00Z,Nathan Wood-Gordon,Southampton,0.017277807,40
Juan Larios López2024-11-09T15:00:00Z,Juan Larios López,Southampton,0.017277807,40
Armel Bella-Kotchap2024-11-09T15:00:00Z,Armel Bella-Kotchap,Southampton,0.015322804,39
