index,name,team,points,value
David Ozoh2024-11-09T15:00:00Z,David Ozoh,Crystal Palace,0.034855255,45
Cesare Casadei2024-11-10T16:30:00Z,Cesare Casadei,Chelsea,0.032987452,44
Adrian Mazilu2024-11-09T17:30:00Z,Adrian Mazilu,Brighton,0.032962709,45
Amario Cozier-Duberry2024-11-09T17:30:00Z,Amario Cozier-Duberry,Brighton,0.032962709,45
Cameron Humphreys2024-11-10T14:00:00Z,Cameron Humphreys,Ipswich,0.032908226,45
Michael Golding2024-11-10T14:00:00Z,Michael Golding,Leicester,0.032081807,44
Malcolm Ebiowei2024-11-09T15:00:00Z,Malcolm Ebiowei,Crystal Palace,0.031855872,45
Benicio Baker-Boaitey2024-11-09T17:30:00Z,Benicio Baker-Boaitey,Brighton,0.031358661,45
Omari Kellyman2024-11-10T16:30:00Z,Omari Kellyman,Chelsea,0.029434335,44
Ângelo Gabriel Borges Damaceno2024-11-10T16:30:00Z,Ângelo Gabriel Borges Damaceno,Chelsea,0.029418435,45
Andrey Nascimento dos Santos2024-11-10T16:30:00Z,Andrey Nascimento dos Santos,Chelsea,0.029119616,45
Kacper Kozłowski2024-11-09T17:30:00Z,Kacper Kozłowski,Brighton,0.028513856,45
Cameron Peupion2024-11-09T17:30:00Z,Cameron Peupion,Brighton,0.028513856,45
Garang Kuol2024-11-10T14:00:00Z,Garang Kuol,Newcastle,0.027500805,45
Joe White2024-11-10T14:00:00Z,Joe White,Newcastle,0.027500805,45
Isaac Hayden2024-11-10T14:00:00Z,Isaac Hayden,Newcastle,0.027366169,45
Kadan Young2024-11-09T20:00:00Z,Kadan Young,Aston Villa,0.024535127,45
Shea Charles2024-11-09T15:00:00Z,Shea Charles,Southampton,0.019429351,45
