,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
37,40,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1594,61655,425,2019,40,Kortney Hause,40,DEF,Liverpool,Aston Villa,Aston Villa
38,41,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-31,2470,0,31,41,Samuel Iling-Junior,54,MID,Liverpool,Aston Villa,Aston Villa
39,42,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,16,0,0,0,1,0,0,0,1,0,0,0,-1,2.4,0.2,0.0,0.3,0,0.00,0.00,0.00,0.67,50,113,1392,298,185,42,Boubacar Kamara,50,MID,Liverpool,Aston Villa,Aston Villa
40,43,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-20,1122,0,20,43,Kaine Kesler-Hayden,40,DEF,Liverpool,Aston Villa,Aston Villa
41,44,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,90,0,0,0,2,0,0,0,0,0,0,0,6,11.4,1.4,2.0,1.5,1,0.00,0.00,0.00,2.02,45,-89678,1078896,6984,96662,44,Ezri Konsa Ngoyo,44,DEF,Liverpool,Aston Villa,Aston Villa
42,45,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,16,0,0,0,1,0,0,0,0,0,0,0,4,6.2,11.4,2.0,2.0,0,0.00,0.02,0.02,0.67,47,-8753,175981,908,9661,45,Ian Maatsen,47,DEF,Liverpool,Aston Villa,Aston Villa
43,46,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1,107,0,1,46,Filip Marschall,40,GKP,Liverpool,Aston Villa,Aston Villa
44,47,105,Liverpool,2,False,2024-11-09T20:00:00Z,2,0,11,90,0,0,0,2,0,0,0,0,0,3,0,6,19.6,0.0,0.0,2.0,1,0.00,0.00,0.00,2.02,50,-62212,1405721,19819,82031,47,Emiliano Martínez Romero,50,GKP,Liverpool,Aston Villa,Aston Villa
45,48,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,45,0,0,0,1,0,0,0,0,0,0,0,5,7.8,15.7,4.0,2.8,0,0.05,0.11,0.16,1.21,52,-1365,84736,2215,3580,48,John McGinn,52,MID,Liverpool,Aston Villa,Aston Villa
46,49,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,525,6903,938,413,49,Tyrone Mings,44,DEF,Liverpool,Aston Villa,Aston Villa
47,50,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6519,119725,496,7015,50,Kosta Nedeljković,40,DEF,Liverpool,Aston Villa,Aston Villa
48,51,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-175,11213,174,349,51,Robin Olsen,45,GKP,Liverpool,Aston Villa,Aston Villa
49,52,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,90,0,0,0,2,0,0,0,0,0,0,0,6,19.0,0.7,6.0,2.6,1,0.00,0.07,0.07,2.02,45,-16325,183018,2089,18414,52,Pau Torres,45,DEF,Liverpool,Aston Villa,Aston Villa
50,53,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,45,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.9,9.0,1.0,1,0.12,0.01,0.13,0.81,54,-1407,34544,1318,2725,53,Jacob Ramsey,54,MID,Liverpool,Aston Villa,Aston Villa
51,54,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,90,0,0,0,2,0,0,0,1,0,0,0,-1,4.0,28.8,8.0,4.1,1,0.19,0.03,0.22,2.02,54,-62826,2332069,94131,156957,54,Morgan Rogers,54,MID,Liverpool,Aston Villa,Aston Villa
52,55,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1,94,0,1,55,Viljami Sinisalo,40,GKP,Liverpool,Aston Villa,Aston Villa
53,56,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-273,7773,0,273,56,Lino da Cruz Sousa,40,DEF,Liverpool,Aston Villa,Aston Villa
54,57,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,90,0,0,0,2,0,0,0,1,0,0,0,19,23.8,43.5,0.0,6.7,1,0.00,0.15,0.15,2.02,55,-13296,149716,4597,17893,57,Youri Tielemans,55,MID,Liverpool,Aston Villa,Aston Villa
55,58,105,Liverpool,2,False,2024-11-09T20:00:00Z,2,0,11,64,0,0,0,1,0,0,0,0,0,0,0,1,0.0,2.1,21.0,1.7,1,0.36,0.01,0.37,1.18,90,-410259,2485185,30664,440923,58,Ollie Watkins,90,FWD,Liverpool,Aston Villa,Aston Villa
56,233,105,Liverpool,2,False,2024-11-09T20:00:00Z,2,0,11,73,0,0,0,1,0,0,0,0,0,0,0,13,19.8,1.5,33.0,5.4,1,0.15,0.00,0.15,1.35,50,-66609,562996,6920,73529,233,Amadou Onana,49,MID,Liverpool,Aston Villa,Aston Villa
57,569,105,Liverpool,1,False,2024-11-09T20:00:00Z,2,0,11,25,0,0,0,1,0,0,0,0,0,0,0,-3,0.0,0.4,11.0,0.8,0,0.17,0.00,0.17,0.84,53,-51,4511,122,173,569,Jaden Philogene,53,MID,Liverpool,Aston Villa,Aston Villa
58,598,105,Liverpool,0,False,2024-11-09T20:00:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1615,35655,321,1936,598,Lamare Bogarde,40,DEF,Liverpool,Aston Villa,Aston Villa
59,59,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-278,18812,375,653,59,Max Aarons,43,DEF,Brentford,Bournemouth,Bournemouth
60,60,101,Brentford,2,False,2024-11-09T15:00:00Z,3,2,11,66,0,0,0,3,0,0,0,0,0,0,0,14,18.4,13.8,4.0,3.6,1,0.03,0.02,0.05,0.95,49,179,1444,350,171,60,Tyler Adams,49,MID,Brentford,Bournemouth,Bournemouth
61,61,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-797,15759,0,797,61,Jaidon Anthony,45,MID,Brentford,Bournemouth,Bournemouth
62,62,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,2.0,0.2,0,0.00,0.01,0.01,0.45,49,1,1484,114,113,62,David Brooks,49,MID,Brentford,Bournemouth,Bournemouth
63,63,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,75,0,0,0,3,0,0,0,1,0,0,0,13,18.2,31.4,12.0,6.2,1,0.10,0.53,0.63,1.02,49,-46,19954,1420,1466,63,Ryan Christie,49,MID,Brentford,Bournemouth,Bournemouth
64,64,101,Brentford,5,False,2024-11-09T15:00:00Z,3,2,11,90,0,1,0,3,0,0,0,0,0,0,0,23,25.8,19.5,7.0,5.2,1,0.13,0.37,0.50,1.48,50,1693,28833,4704,3011,64,Lewis Cook,50,MID,Brentford,Bournemouth,Bournemouth
65,65,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,6.0,0.6,0,0.06,0.00,0.06,0.45,54,-20,5297,661,681,65,Enes Ünal,54,FWD,Brentford,Bournemouth,Bournemouth
66,66,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-6,646,0,6,66,Romain Faivre,50,MID,Brentford,Bournemouth,Bournemouth
67,67,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-290,7045,0,290,67,Hamed Traorè,45,MID,Brentford,Bournemouth,Bournemouth
68,68,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1394,37174,667,2061,68,James Hill,40,DEF,Brentford,Bournemouth,Bournemouth
69,69,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-14176,151591,0,14176,69,Daniel Jebbison,45,FWD,Brentford,Bournemouth,Bournemouth
70,70,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,90,0,0,0,3,0,0,0,0,0,0,0,7,19.0,17.7,6.0,4.3,1,0.00,0.10,0.10,1.48,44,82823,136227,86410,3587,70,Milos Kerkez,44,DEF,Brentford,Bournemouth,Bournemouth
71,71,101,Brentford,7,False,2024-11-09T15:00:00Z,3,2,11,75,1,0,0,3,0,0,0,0,0,0,0,30,39.6,18.0,27.0,8.5,1,0.13,0.13,0.26,1.02,53,12303,48841,15570,3267,71,Justin Kluivert,53,MID,Brentford,Bournemouth,Bournemouth
72,72,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-95,3383,0,95,72,Chris Mepham,44,DEF,Brentford,Bournemouth,Bournemouth
73,74,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-479,2836,21,500,74,Dango Ouattara,50,MID,Brentford,Bournemouth,Bournemouth
74,75,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-61,2999,0,61,75,Alex Paulsen,40,GKP,Brentford,Bournemouth,Bournemouth
75,76,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-286,5437,139,425,76,Philip Billing,48,MID,Brentford,Bournemouth,Bournemouth
76,77,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-326,3842,22,348,77,Alex Scott,48,MID,Brentford,Bournemouth,Bournemouth
77,78,101,Brentford,2,False,2024-11-09T15:00:00Z,3,2,11,90,0,0,0,3,0,0,0,0,0,0,0,12,7.4,3.8,43.0,5.4,1,0.28,0.03,0.31,1.48,56,304710,1093862,331018,26308,78,Antoine Semenyo,57,MID,Brentford,Bournemouth,Bournemouth
78,79,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,66,0,0,0,3,0,0,0,1,0,0,0,-8,8.0,6.2,7.0,2.1,1,0.69,0.02,0.71,0.95,48,10409,77454,14220,3811,79,Marcos Senesi,48,DEF,Brentford,Bournemouth,Bournemouth
79,80,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5153,22527,28,5181,80,Luis Sinisterra,50,MID,Brentford,Bournemouth,Bournemouth
80,81,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,83,0,0,0,3,0,0,0,1,0,0,0,-10,5.6,1.9,0.0,0.8,1,0.00,0.01,0.01,1.12,45,338,21087,1313,975,81,Adam Smith,45,DEF,Brentford,Bournemouth,Bournemouth
81,83,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,23,0,0,0,0,0,0,0,0,0,0,0,8,11.4,19.7,0.0,3.1,0,0.00,0.36,0.36,0.53,55,1838,38694,5393,3555,83,Marcus Tavernier,55,MID,Brentford,Bournemouth,Bournemouth
82,84,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,3105,19847,4243,1138,84,Mark Travers,44,GKP,Brentford,Bournemouth,Bournemouth
83,85,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,90,0,0,0,3,0,0,0,1,0,0,0,0,20.6,1.9,0.0,2.3,1,0.00,0.01,0.01,1.48,44,-28,38396,2060,2088,85,Illia Zabarnyi,44,DEF,Brentford,Bournemouth,Bournemouth
84,152,101,Brentford,2,False,2024-11-09T15:00:00Z,3,2,11,90,0,0,0,3,0,0,0,0,0,3,0,4,21.4,10.0,0.0,3.1,1,0.00,0.00,0.00,1.48,45,-8328,63098,538,8866,152,Kepa Arrizabalaga,45,GKP,Brentford,Bournemouth,Bournemouth
85,580,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,23,0,0,0,0,0,0,0,0,0,0,0,5,12.2,10.4,12.0,3.5,0,0.22,0.01,0.23,0.53,43,-166,9279,130,296,580,Dean Huijsen,43,DEF,Brentford,Bournemouth,Bournemouth
86,592,101,Brentford,1,False,2024-11-09T15:00:00Z,3,2,11,6,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.36,44,-521,20623,331,852,592,Julián Araujo Zúñiga,44,DEF,Brentford,Bournemouth,Bournemouth
87,599,101,Brentford,0,False,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1736,43739,757,2493,599,Will Dennis,40,GKP,Brentford,Bournemouth,Bournemouth
88,86,101,Bournemouth,0,True,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3873,29870,58,3931,86,Kristoffer Ajer,44,DEF,Brentford,Bournemouth,Brentford
89,87,101,Bournemouth,0,True,2024-11-09T15:00:00Z,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-257,9084,235,492,87,Ethan Brierley,45,MID,Brentford,Bournemouth,Brentford
90,88,101,Bournemouth,1,True,2024-11-09T15:00:00Z,3,2,11,90,0,0,0,2,0,0,0,0,0,0,0,12,46.2,10.5,6.0,6.3,1,0.00,0.29,0.29,2.61,45,1307,255579,14865,13558,88,Nathan Collins,45,DEF,Brentford,Bournemouth,Brentford
91,89,101,Bournemouth,8,True,2024-11-09T15:00:00Z,3,2,11,90,1,0,0,2,0,0,0,0,0,0,1,34,54.6,16.8,26.0,9.7,1,0.11,0.10,0.21,2.17,50,3393,65855,11757,8364,89,Mikkel Damsgaard,50,MID,Brentford,Bournemouth,Brentford
