,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
10,13,21,Brighton,2,True,2024-08-31T11:30:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,84,-209302,1210007,52692,261994,13,Martin Ødegaard,82,MID,Newcastle,Arsenal,Arsenal
11,15,21,Brighton,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0.0,0.0,3.4,1,0.00,0.01,0.01,1.83,55,288962,2865351,394083,105121,15,David Raya Martin,56,GKP,Newcastle,Arsenal,Arsenal
12,16,21,Brighton,-2,True,2024-08-31T11:30:00Z,1,1,3,48,0,0,0,1,0,0,0,0,1,0,0,-10,0.0,1.7,6.0,0.1,1,0.03,0.03,0.06,0.08,64,-77123,515468,20951,98074,16,Declan Rice,63,MID,Newcastle,Arsenal,Arsenal
13,17,21,Brighton,6,True,2024-08-31T11:30:00Z,1,1,3,90,0,1,0,1,0,0,0,0,0,0,1,21,34.8,21.2,88.0,14.4,1,0.95,0.20,1.15,1.83,101,99888,3421437,349415,249527,17,Bukayo Saka,100,MID,Newcastle,Arsenal,Arsenal
14,18,21,Brighton,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,1.3,0.0,2.3,1,0.00,0.01,0.01,1.83,60,16354,3954073,186343,169989,18,William Saliba,60,DEF,Newcastle,Arsenal,Arsenal
15,20,21,Brighton,1,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,8,17.0,0.6,0.0,1.8,1,0.00,0.00,0.00,1.83,50,98705,147597,120463,21758,20,Thomas Partey,50,MID,Newcastle,Arsenal,Arsenal
16,21,21,Brighton,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-731,3267,86,817,21,Kieran Tierney,43,DEF,Newcastle,Arsenal,Arsenal
17,22,21,Brighton,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1171,4687,86,1257,22,Tomiyasu Takehiro,48,DEF,Newcastle,Arsenal,Arsenal
18,23,21,Brighton,1,True,2024-08-31T11:30:00Z,1,1,3,58,0,0,0,1,0,0,0,0,0,0,0,11,9.4,15.2,21.0,4.6,1,0.03,0.08,0.11,0.93,69,20874,203684,47196,26322,23,Leandro Trossard,69,MID,Newcastle,Arsenal,Arsenal
19,24,21,Brighton,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,22.0,0.8,5.0,2.8,1,0.04,0.00,0.04,1.83,65,-31887,962026,44069,75956,24,Benjamin White,63,DEF,Newcastle,Arsenal,Arsenal
20,25,21,Brighton,1,True,2024-08-31T11:30:00Z,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28,50,-56048,264308,16584,72632,25,Oleksandr Zinchenko,48,DEF,Newcastle,Arsenal,Arsenal
21,73,21,Brighton,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5471,233977,30742,36213,73,Norberto Murara Neto,43,GKP,Newcastle,Arsenal,Arsenal
22,186,21,Brighton,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-26760,119706,4626,31386,186,Raheem Sterling,67,MID,Newcastle,Arsenal,Arsenal
23,578,21,Brighton,1,True,2024-08-31T11:30:00Z,1,1,3,31,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.1,0.0,0.2,0,0.00,0.00,0.00,0.89,59,-34921,180050,4776,39697,578,Riccardo Calafiori,58,DEF,Newcastle,Arsenal,Arsenal
24,597,21,Brighton,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,145,4486,1109,964,597,Myles Lewis-Skelly,45,MID,Newcastle,Arsenal,Arsenal
25,633,47,Man City,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-69,645,79,148,633,Mikel Merino,60,MID,Newcastle,Arsenal,Arsenal
26,638,47,Man City,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,64,1103,238,174,638,Salah-Eddine Oulad M'hand,45,MID,Newcastle,Arsenal,Arsenal
27,639,47,Man City,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,22,1262,153,131,639,Tommy Setford,45,GKP,Newcastle,Arsenal,Arsenal
28,657,51,Leicester,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1333,3541,2110,777,657,Maldini Kacurri,40,DEF,Newcastle,Arsenal,Arsenal
29,658,51,Leicester,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,881,2574,1363,482,658,Ayden Heaven,40,DEF,Newcastle,Arsenal,Arsenal
30,659,51,Leicester,0,True,2024-09-28T14:00:00Z,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,262,706,415,153,659,Ismeal Kabia,45,MID,Newcastle,Arsenal,Arsenal
31,662,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,244,1927,464,220,662,Josh Nichols,40,DEF,Newcastle,Arsenal,Arsenal
32,665,81,Liverpool,0,True,2024-10-27T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,4642,14469,6258,1616,665,Nathan Butler-Oyedeji,45,FWD,Newcastle,Arsenal,Arsenal
33,28,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.0,1,0.00,0.01,0.01,0.00,65,-2843,317474,64796,67639,28,Leon Bailey,63,MID,Spurs,Aston Villa,Aston Villa
34,29,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,28,0,0,0,1,0,0,0,0,0,0,0,5,9.4,11.3,0.0,2.1,0,0.00,0.05,0.05,0.28,54,-11954,58524,1955,13909,29,Ross Barkley,52,MID,Spurs,Aston Villa,Aston Villa
35,30,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-742,5012,509,1251,30,Enzo Barrenechea,49,MID,Spurs,Aston Villa,Aston Villa
36,31,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1840,11112,850,2690,31,Emiliano Buendía Stati,53,MID,Spurs,Aston Villa,Aston Villa
37,32,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-82077,232094,9846,91923,32,Matty Cash,44,DEF,Spurs,Aston Villa,Aston Villa
38,33,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5391,84891,8559,13950,33,Leander Dendoncker,45,MID,Spurs,Aston Villa,Aston Villa
39,34,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-643,2456,0,643,34,Moussa Diaby,65,MID,Spurs,Aston Villa,Aston Villa
40,35,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6016,52558,5501,11517,35,Diego Carlos Santos Silva,45,DEF,Spurs,Aston Villa,Aston Villa
41,36,26,Leicester,7,False,2024-08-31T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,2,23,36.4,19.9,0.0,5.6,1,0.00,0.10,0.10,0.45,45,57893,290051,89835,31942,36,Lucas Digne,47,DEF,Spurs,Aston Villa,Aston Villa
42,37,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-51,299,0,51,37,Lewis Dobbin,50,MID,Spurs,Aston Villa,Aston Villa
43,38,26,Leicester,7,False,2024-08-31T14:00:00Z,1,2,3,29,1,0,0,1,0,0,0,1,0,0,3,27,33.2,3.2,40.0,7.6,0,0.23,0.00,0.23,0.28,60,10134,77745,28151,18017,38,Jhon Durán,62,FWD,Spurs,Aston Villa,Aston Villa
44,39,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,13554,84451,20990,7436,39,Joe Gauci,40,GKP,Spurs,Aston Villa,Aston Villa
45,40,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1799,63490,8895,7096,40,Kortney Hause,40,DEF,Spurs,Aston Villa,Aston Villa
46,41,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1915,5173,163,2078,41,Samuel Iling-Junior,54,MID,Spurs,Aston Villa,Aston Villa
47,42,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-32,313,44,76,42,Boubacar Kamara,50,MID,Spurs,Aston Villa,Aston Villa
48,43,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-280,1661,0,280,43,Kaine Kesler-Hayden,40,DEF,Spurs,Aston Villa,Aston Villa
49,44,26,Leicester,2,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,13,18.4,0.4,0.0,1.9,1,0.00,0.00,0.00,0.45,45,99887,1311949,209809,109922,44,Ezri Konsa Ngoyo,45,DEF,Spurs,Aston Villa,Aston Villa
50,45,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,2.0,0.4,0,0.01,0.00,0.01,0.05,50,-36777,295141,16361,53138,45,Ian Maatsen,48,DEF,Spurs,Aston Villa,Aston Villa
51,46,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-12,136,0,12,46,Filip Marschall,40,GKP,Spurs,Aston Villa,Aston Villa
52,47,26,Leicester,2,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,2,0,12,15.6,0.0,0.0,1.6,1,0.00,0.00,0.00,0.45,50,35399,1292696,156570,121171,47,Emiliano Martínez Romero,50,GKP,Spurs,Aston Villa,Aston Villa
53,48,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,1,0,0,0,7,1.6,5.8,10.0,1.7,1,0.09,0.01,0.10,0.45,55,-11847,194171,15899,27746,48,John McGinn,52,MID,Spurs,Aston Villa,Aston Villa
54,49,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-999,5210,129,1128,49,Tyrone Mings,44,DEF,Spurs,Aston Villa,Aston Villa
55,50,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,6,2.4,0.8,0.0,0.3,0,0.00,0.01,0.01,0.05,40,125947,184347,157784,31837,50,Kosta Nedeljković,40,DEF,Spurs,Aston Villa,Aston Villa
56,51,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-652,8433,290,942,51,Robin Olsen,45,GKP,Spurs,Aston Villa,Aston Villa
57,52,26,Leicester,2,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,7,8.8,1.1,0.0,1.0,1,0.00,0.00,0.00,0.45,45,36738,181453,57871,21133,52,Pau Torres,45,DEF,Spurs,Aston Villa,Aston Villa
58,53,26,Leicester,2,False,2024-08-31T14:00:00Z,1,2,3,63,0,0,0,1,0,0,0,0,0,0,0,13,11.2,12.6,17.0,4.1,0,0.06,0.55,0.61,0.40,55,-294,33892,5783,6077,53,Jacob Ramsey,54,MID,Spurs,Aston Villa,Aston Villa
59,54,26,Leicester,2,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,9,7.4,15.1,0.0,2.3,1,0.00,0.20,0.20,0.45,51,527279,1402281,610894,83615,54,Morgan Rogers,54,MID,Spurs,Aston Villa,Aston Villa
60,55,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-13,125,0,13,55,Viljami Sinisalo,40,GKP,Spurs,Aston Villa,Aston Villa
61,56,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-3012,13714,0,3012,56,Lino da Cruz Sousa,40,DEF,Spurs,Aston Villa,Aston Villa
62,57,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,1,0,0,0,17,14.8,17.0,4.0,3.6,1,0.00,0.30,0.30,0.45,55,16442,123661,36175,19733,57,Youri Tielemans,55,MID,Spurs,Aston Villa,Aston Villa
63,58,26,Leicester,5,False,2024-08-31T14:00:00Z,1,2,3,60,0,1,1,0,0,0,0,0,0,0,0,12,17.2,12.1,26.0,5.5,1,0.71,0.01,0.72,0.17,90,-213730,2885805,293860,507590,58,Ollie Watkins,91,FWD,Spurs,Aston Villa,Aston Villa
64,233,26,Leicester,9,False,2024-08-31T14:00:00Z,1,2,3,61,1,0,1,0,0,0,0,1,0,0,2,23,36.0,18.0,43.0,9.7,1,0.45,0.03,0.48,0.17,50,71222,397994,135639,64417,233,Amadou Onana,50,MID,Spurs,Aston Villa,Aston Villa
65,569,26,Leicester,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1097,6763,358,1455,569,Jaden Philogene,53,MID,Spurs,Aston Villa,Aston Villa
66,598,26,Leicester,1,False,2024-08-31T14:00:00Z,1,2,3,78,0,0,0,1,0,0,0,1,0,0,0,-2,11.0,0.9,0.0,1.2,1,0.00,0.00,0.00,0.40,40,1668,15694,3396,1728,598,Lamare Bogarde,40,DEF,Spurs,Aston Villa,Aston Villa
67,640,41,Wolves,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,375,4686,810,435,640,Sil Swinkels,40,DEF,Spurs,Aston Villa,Aston Villa
68,641,41,Wolves,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,6113,36051,8163,2050,641,Oliwier Zych,40,GKP,Spurs,Aston Villa,Aston Villa
69,656,56,Ipswich,0,False,2024-09-29T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,4816,20849,8937,4121,656,Kadan Young,45,MID,Spurs,Aston Villa,Aston Villa
70,59,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1676,23218,1806,3482,59,Max Aarons,43,DEF,Bournemouth,Man City,Bournemouth
71,60,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-81,670,59,140,60,Tyler Adams,49,MID,Bournemouth,Man City,Bournemouth
72,61,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5303,41542,4689,9992,61,Jaidon Anthony,45,MID,Bournemouth,Man City,Bournemouth
73,62,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-146,719,49,195,62,David Brooks,49,MID,Bournemouth,Man City,Bournemouth
74,63,24,Everton,2,False,2024-08-31T14:00:00Z,2,3,3,65,0,0,0,2,0,0,0,0,0,0,0,12,7.6,11.8,2.0,2.1,1,0.00,0.02,0.02,1.71,49,-917,20266,2345,3262,63,Ryan Christie,49,MID,Bournemouth,Man City,Bournemouth
75,64,24,Everton,7,False,2024-08-31T14:00:00Z,2,3,3,90,1,0,0,2,0,0,0,0,0,0,0,31,49.4,6.9,35.0,9.1,1,0.19,0.02,0.21,1.97,50,-484,7182,667,1151,64,Lewis Cook,50,MID,Bournemouth,Man City,Bournemouth
76,65,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-414,2144,217,631,65,Enes Ünal,54,FWD,Bournemouth,Man City,Bournemouth
77,66,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-396,1025,0,396,66,Romain Faivre,50,MID,Bournemouth,Man City,Bournemouth
78,67,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2819,17280,1845,4664,67,Hamed Traorè,45,MID,Bournemouth,Man City,Bournemouth
79,68,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-361,37622,3706,4067,68,James Hill,40,DEF,Bournemouth,Man City,Bournemouth
80,69,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,187889,455405,304019,116130,69,Daniel Jebbison,45,FWD,Bournemouth,Man City,Bournemouth
81,70,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,65,0,0,0,2,0,0,0,0,0,0,0,3,8.2,19.6,4.0,3.2,1,0.01,0.06,0.07,1.71,45,1897,46129,6136,4239,70,Milos Kerkez,44,DEF,Bournemouth,Man City,Bournemouth
82,71,24,Everton,5,False,2024-08-31T14:00:00Z,2,3,3,90,0,1,0,2,0,0,0,0,0,0,0,22,34.0,37.1,8.0,7.9,1,0.10,0.27,0.37,1.97,54,-3292,32016,2727,6019,71,Justin Kluivert,53,MID,Bournemouth,Man City,Bournemouth
83,72,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-741,7090,156,897,72,Chris Mepham,44,DEF,Bournemouth,Man City,Bournemouth
84,74,24,Everton,4,False,2024-08-31T14:00:00Z,2,3,3,24,0,1,0,0,0,0,0,0,0,0,0,22,27.8,39.1,4.0,7.1,0,0.00,0.78,0.78,0.26,50,-235,2682,250,485,74,Dango Ouattara,50,MID,Bournemouth,Man City,Bournemouth
85,75,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-339,4141,0,339,75,Alex Paulsen,40,GKP,Bournemouth,Man City,Bournemouth
86,76,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1313,5786,248,1561,76,Philip Billing,48,MID,Bournemouth,Man City,Bournemouth
87,77,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,24,0,0,0,0,0,0,0,0,0,0,0,4,12.6,2.4,0.0,1.5,0,0.00,0.01,0.01,0.26,50,-574,5140,349,923,77,Alex Scott,48,MID,Bournemouth,Man City,Bournemouth
88,78,24,Everton,6,False,2024-08-31T14:00:00Z,2,3,3,90,1,0,0,2,0,0,0,1,0,0,0,23,40.4,15.8,59.0,11.5,1,0.50,0.03,0.53,1.97,55,143450,316904,191022,47572,78,Antoine Semenyo,56,MID,Bournemouth,Man City,Bournemouth
89,79,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,76,0,0,0,2,0,0,0,0,0,0,0,6,19.4,5.3,2.0,2.7,1,0.00,0.05,0.05,1.89,49,-4307,79136,6489,10796,79,Marcos Senesi,48,DEF,Bournemouth,Man City,Bournemouth
90,80,24,Everton,11,False,2024-08-31T14:00:00Z,2,3,3,25,1,1,0,0,0,0,0,0,0,0,2,38,51.0,17.8,36.0,10.5,0,0.37,0.24,0.61,0.26,50,-2892,15915,1030,3922,80,Luis Sinisterra,50,MID,Bournemouth,Man City,Bournemouth
91,81,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,13,0,0,0,0,0,0,0,0,0,0,0,5,5.4,10.0,0.0,1.5,0,0.00,0.00,0.00,0.08,45,-818,17855,1192,2010,81,Adam Smith,45,DEF,Bournemouth,Man City,Bournemouth
92,83,24,Everton,2,False,2024-08-31T14:00:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,6,21.0,30.8,81.0,13.3,1,0.66,0.22,0.88,1.97,55,11543,31663,15632,4089,83,Marcus Tavernier,55,MID,Bournemouth,Man City,Bournemouth
