,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
93,84,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1065,15067,496,1561,84,Mark Travers,44,GKP,Bournemouth,Man City,Bournemouth
94,85,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,6,20.8,0.2,10.0,3.1,1,0.19,0.00,0.19,1.97,45,2938,44244,6849,3911,85,Illia Zabarnyi,44,DEF,Bournemouth,Man City,Bournemouth
95,152,24,Everton,3,False,2024-08-31T14:00:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,6,0,12,44.0,0.0,0.0,4.4,1,0.00,0.00,0.00,1.97,45,5839,40493,12276,6437,152,Kepa Arrizabalaga,45,GKP,Bournemouth,Man City,Bournemouth
96,580,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,13,0,0,0,0,0,0,0,0,0,0,0,4,7.2,10.5,0.0,1.8,0,0.00,0.00,0.00,0.08,45,-1030,11915,576,1606,580,Dean Huijsen,43,DEF,Bournemouth,Man City,Bournemouth
97,592,24,Everton,1,False,2024-08-31T14:00:00Z,2,3,3,76,0,0,0,2,0,0,0,0,0,0,0,0,5.8,1.9,2.0,1.0,1,0.00,0.01,0.01,1.89,45,633,22546,3040,2407,592,Julián Araujo Zúñiga,44,DEF,Bournemouth,Man City,Bournemouth
98,599,24,Everton,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,6156,36994,9425,3269,599,Will Dennis,40,GKP,Bournemouth,Man City,Bournemouth
99,617,32,Chelsea,0,True,2024-09-14T19:00:00Z,0,1,4,67,0,0,1,0,0,0,1,0,0,0,0,0,3.2,12.0,35.0,5.0,1,0.91,0.08,0.99,0.47,60,-7617,28366,5629,13246,617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,Man City,Bournemouth
100,86,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,38,0,0,0,0,0,0,0,0,0,0,0,5,3.6,0.2,2.0,0.6,1,0.00,0.00,0.00,0.87,45,7852,50299,12820,4968,86,Kristoffer Ajer,45,DEF,Fulham,Brentford,Brentford
101,87,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,209,8198,1571,1362,87,Ethan Brierley,45,MID,Fulham,Brentford,Brentford
102,88,22,Southampton,5,True,2024-08-31T14:00:00Z,3,1,3,90,0,1,0,1,0,0,0,0,0,0,0,21,31.2,0.5,8.0,4.0,1,0.02,0.00,0.02,1.57,45,29816,97670,42081,12265,88,Nathan Collins,45,DEF,Fulham,Brentford,Brentford
103,89,22,Southampton,3,True,2024-08-31T14:00:00Z,3,1,3,81,0,0,1,0,0,0,0,0,0,0,0,19,22.2,36.3,42.0,10.1,1,0.23,0.13,0.36,1.16,50,-568,6660,518,1086,89,Mikkel Damsgaard,50,MID,Fulham,Brentford,Brentford
104,90,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-138,634,39,177,90,Josh Dasilva,48,MID,Fulham,Brentford,Brentford
105,91,22,Southampton,3,True,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,5,0,18,37.4,0.0,0.0,3.7,1,0.00,0.00,0.00,1.57,45,63173,1111222,145231,82058,91,Mark Flekken,45,GKP,Fulham,Brentford,Brentford
106,92,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-946,5568,152,1098,92,Rico Henry,43,DEF,Fulham,Brentford,Brentford
107,93,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-466,2254,59,525,93,Aaron Hickey,44,DEF,Fulham,Brentford,Brentford
108,94,22,Southampton,3,True,2024-08-31T14:00:00Z,3,1,3,74,0,0,1,0,0,0,0,0,0,0,0,14,7.8,17.1,0.0,2.5,1,0.00,0.11,0.11,1.04,50,-1290,15088,1064,2354,94,Vitaly Janelt,49,MID,Fulham,Brentford,Brentford
109,95,22,Southampton,6,True,2024-08-31T14:00:00Z,3,1,3,90,0,1,0,1,0,0,0,0,0,0,1,24,23.8,34.1,4.0,6.2,1,0.08,0.30,0.38,1.57,55,-962,15631,1535,2497,95,Mathias Jensen,53,MID,Fulham,Brentford,Brentford
110,96,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-956,23967,1435,2391,96,Kim Ji-soo,39,DEF,Fulham,Brentford,Brentford
111,97,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-17,6154,920,937,97,Yunus Emre Konak,45,MID,Fulham,Brentford,Brentford
112,98,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,15,0,0,0,1,0,0,0,0,0,0,0,4,3.4,0.8,0.0,0.4,0,0.00,0.01,0.01,0.53,50,526,5592,1340,814,98,Keane Lewis-Potter,50,MID,Fulham,Brentford,Brentford
113,99,22,Southampton,14,True,2024-08-31T14:00:00Z,3,1,3,90,2,0,0,1,0,0,0,1,0,0,3,64,82.8,41.0,54.0,17.8,1,0.81,0.34,1.15,1.57,70,125074,603697,210412,85338,99,Bryan Mbeumo,77,MID,Fulham,Brentford,Brentford
114,100,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6559,74216,3603,10162,100,Ben Mee,43,DEF,Fulham,Brentford,Brentford
115,101,22,Southampton,2,True,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,16,17.2,12.9,11.0,4.1,1,0.27,0.01,0.28,1.57,50,-511,12378,1325,1836,101,Christian Nørgaard,48,MID,Fulham,Brentford,Brentford
116,102,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-300,3926,458,758,102,Frank Onyeka,49,MID,Fulham,Brentford,Brentford
117,103,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-252,4864,558,810,103,Myles Peart-Harris,45,MID,Fulham,Brentford,Brentford
118,104,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,1,0,0,0,1,0,0,0,9,17.2,0.8,2.0,2.0,1,0.00,0.01,0.01,1.57,45,2895,42821,7170,4275,104,Ethan Pinnock,45,DEF,Fulham,Brentford,Brentford
119,105,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,51,0,0,0,1,0,0,0,0,0,0,0,2,8.6,11.6,4.0,2.4,0,0.00,0.18,0.18,0.70,45,2409,12800,3844,1435,105,Mads Roerslev Rasmussen,44,DEF,Fulham,Brentford,Brentford
120,106,22,Southampton,6,True,2024-08-31T14:00:00Z,3,1,3,74,0,1,1,0,0,0,0,0,0,0,0,16,5.4,13.3,27.0,4.6,1,0.23,0.00,0.23,1.04,55,-571,6776,544,1115,106,Kevin Schade,53,MID,Fulham,Brentford,Brentford
121,107,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-385,2162,95,480,107,Igor Thiago Nascimento Rodrigues,59,FWD,Fulham,Brentford,Brentford
122,108,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,73,-207922,389098,23379,231301,108,Ivan Toney,73,FWD,Fulham,Brentford,Brentford
123,109,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,16908,419186,39613,22705,109,Hákon Valdimarsson,40,GKP,Fulham,Brentford,Brentford
124,110,22,Southampton,8,True,2024-08-31T14:00:00Z,3,1,3,90,1,0,0,1,0,0,0,0,0,0,2,36,41.2,37.1,69.0,14.7,1,1.09,0.25,1.34,1.57,61,271078,738698,368334,97256,110,Yoane Wissa,59,FWD,Fulham,Brentford,Brentford
125,111,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-18867,253514,19945,38812,111,Yehor Yarmoliuk,44,MID,Fulham,Brentford,Brentford
126,112,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-722,2486,0,722,112,Mathias Jorgensen,45,DEF,Fulham,Brentford,Brentford
127,314,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,8,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.8,11.0,1.3,0,0.08,0.00,0.08,0.41,49,-19056,109700,6383,25439,314,Fábio Freitas Gouveia Carvalho,48,MID,Fulham,Brentford,Brentford
128,338,22,Southampton,1,True,2024-08-31T14:00:00Z,3,1,3,15,0,0,0,1,0,0,0,0,0,0,0,-3,0.6,0.1,0.0,0.1,0,0.00,0.01,0.01,0.53,40,18632,74614,27904,9272,338,Sepp van den Berg,40,DEF,Fulham,Brentford,Brentford
129,602,22,Southampton,0,True,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,230,4837,1069,839,602,Ryan Trevitt,45,MID,Fulham,Brentford,Brentford
130,634,49,Spurs,0,False,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-50,344,21,71,634,Gustavo Nunes Fernandes Gomes,49,MID,Fulham,Brentford,Brentford
131,649,53,West Ham,0,True,2024-09-28T14:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,558,2821,859,301,649,Jayden Meghoma,40,DEF,Fulham,Brentford,Brentford
132,661,63,Wolves,0,True,2024-10-05T14:00:00Z,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,198,1074,436,238,661,Tony Yogane,45,MID,Fulham,Brentford,Brentford
133,113,21,Arsenal,1,False,2024-08-31T11:30:00Z,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.1,0,0.00,0.01,0.01,0.00,55,11905,95769,33475,21570,113,Simon Adingra,54,MID,Liverpool,Brighton,Brighton
134,114,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-109,457,0,109,114,Benicio Baker-Boaitey,45,MID,Liverpool,Brighton,Brighton
135,115,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,7.8,12.8,7.0,2.8,1,0.18,0.03,0.21,2.08,50,-230,4002,463,693,115,Carlos Baleba,50,MID,Liverpool,Brighton,Brighton
136,116,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-556818,1366339,16,556834,116,Valentín Barco,40,DEF,Liverpool,Brighton,Brighton
137,118,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1889,11741,905,2794,118,Amario Cozier-Duberry,45,MID,Liverpool,Brighton,Brighton
138,119,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-427,2807,249,676,119,Mahmoud Dahoud,49,MID,Liverpool,Brighton,Brighton
139,120,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17,30.4,39.9,2.0,7.2,1,0.00,0.23,0.23,2.08,45,33047,516904,87965,54918,120,Lewis Dunk,45,DEF,Liverpool,Brighton,Brighton
140,121,21,Arsenal,1,False,2024-08-31T11:30:00Z,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,6,6.4,24.7,0.0,3.1,0,0.00,0.11,0.11,0.00,54,1271,6935,2346,1075,121,Julio Enciso,54,MID,Liverpool,Brighton,Brighton
141,122,21,Arsenal,1,False,2024-08-31T11:30:00Z,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,5,3.8,33.7,8.0,4.6,0,0.04,0.07,0.11,0.94,50,1640,14157,4181,2541,122,Pervis Estupiñán,50,DEF,Liverpool,Brighton,Brighton
142,123,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,80,11380,1956,1876,123,Evan Ferguson,55,FWD,Liverpool,Brighton,Brighton
143,124,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1335,14605,2090,3425,124,Billy Gilmour,50,MID,Liverpool,Brighton,Brighton
144,125,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-1746,4164,0,1746,125,Pascal Groß,65,MID,Liverpool,Brighton,Brighton
145,126,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,13,12.6,18.3,25.0,5.6,1,0.20,0.14,0.34,2.08,50,86,4326,903,817,126,Jack Hinshelwood,50,MID,Liverpool,Brighton,Brighton
146,127,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-210,644,0,210,127,Ibrahim Osman,50,MID,Liverpool,Brighton,Brighton
147,128,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1166,10160,433,1599,128,Igor Julio dos Santos de Paulo,44,DEF,Liverpool,Brighton,Brighton
148,129,21,Arsenal,8,False,2024-08-31T11:30:00Z,1,1,3,90,1,0,0,1,0,0,0,1,0,0,3,39,46.8,22.4,33.0,10.2,1,0.32,0.12,0.44,2.08,56,395352,2133335,570736,175384,129,João Pedro Junqueira de Jesus,54,FWD,Liverpool,Brighton,Brighton
149,130,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-24,100,0,24,130,Kacper Kozłowski,45,MID,Liverpool,Brighton,Brighton
150,131,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-820,17660,1321,2141,131,Tariq Lamptey,44,DEF,Liverpool,Brighton,Brighton
151,132,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-43,595,77,120,132,Solly March,65,MID,Liverpool,Brighton,Brighton
152,133,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-599,3823,400,999,133,Adrian Mazilu,45,MID,Liverpool,Brighton,Brighton
153,134,21,Arsenal,1,False,2024-08-31T11:30:00Z,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,1,0.00,0.00,0.00,0.21,50,1025,11044,2649,1624,134,James Milner,50,MID,Liverpool,Brighton,Brighton
154,135,21,Arsenal,4,False,2024-08-31T11:30:00Z,1,1,3,71,0,1,0,1,0,0,0,1,0,0,0,12,2.2,0.8,23.0,2.6,1,0.40,0.01,0.41,1.13,55,-666,133513,27379,28045,135,Yankuba Minteh,53,MID,Liverpool,Brighton,Brighton
155,136,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,84,0,0,0,1,0,0,0,0,0,0,0,13,5.8,27.0,12.0,4.5,1,0.04,0.14,0.18,2.08,66,175332,672158,291730,116398,136,Mitoma Kaoru,65,MID,Liverpool,Brighton,Brighton
156,137,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3429,28595,1535,4964,137,Jakub Moder,44,MID,Liverpool,Brighton,Brighton
157,138,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,4237,71596,21197,16960,138,Mark O’Mahony,45,FWD,Liverpool,Brighton,Brighton
158,139,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-163,16099,1928,2091,139,Odeluga Offiah,40,DEF,Liverpool,Brighton,Brighton
159,140,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-124,5179,707,831,140,Cameron Peupion,45,MID,Liverpool,Brighton,Brighton
160,141,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-509,2854,226,735,141,Jeremy Sarmiento Morante,49,MID,Liverpool,Brighton,Brighton
161,142,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,83206,243067,131835,48629,142,Jason Steele,43,GKP,Liverpool,Brighton,Brighton
162,143,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-270,825,0,270,143,Deniz Undav,55,FWD,Liverpool,Brighton,Brighton
163,144,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,11,22.6,4.9,6.0,3.4,1,0.05,0.04,0.09,2.08,45,3463,41693,9416,5953,144,Jan Paul van Hecke,45,DEF,Liverpool,Brighton,Brighton
164,145,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,71,0,0,0,1,0,0,0,0,0,0,0,5,7.2,1.7,5.0,1.4,1,0.05,0.01,0.06,1.13,45,37521,256915,82723,45202,145,Joël Veltman,45,DEF,Liverpool,Brighton,Brighton
165,146,21,Arsenal,4,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,6,0,18,52.0,0.0,0.0,5.2,1,0.00,0.00,0.00,2.08,45,-2440,38415,3241,5681,146,Bart Verbruggen,45,GKP,Liverpool,Brighton,Brighton
166,147,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1147,10444,494,1641,147,Adam Webster,44,DEF,Liverpool,Brighton,Brighton
167,148,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,84,0,0,0,1,0,0,0,0,0,0,0,3,0.4,2.8,6.0,0.9,1,0.10,0.01,0.11,2.08,56,650297,1172309,768178,117881,148,Danny Welbeck,59,FWD,Liverpool,Brighton,Brighton
168,149,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4457,12431,1145,5602,149,Mats Wieffer,48,MID,Liverpool,Brighton,Brighton
169,595,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-735,3354,155,890,595,Brajan Gruda,54,MID,Liverpool,Brighton,Brighton
170,600,21,Arsenal,2,False,2024-08-31T11:30:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,8,14.8,15.9,24.0,5.5,0,0.42,0.06,0.48,1.87,50,-19,1776,270,289,600,Yasin Ayari,50,MID,Liverpool,Brighton,Brighton
171,601,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-180,471,0,180,601,Andrew Moran,50,MID,Liverpool,Brighton,Brighton
172,615,21,Arsenal,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,2377,9795,4408,2031,615,Carl Rushworth,40,GKP,Liverpool,Brighton,Brighton
173,618,33,Ipswich,3,True,2024-09-14T14:00:00Z,0,0,4,66,0,0,1,0,0,0,0,0,0,0,0,1,5.4,26.9,27.0,5.9,1,0.40,0.10,0.50,0.21,55,331,4807,1289,958,618,Georginio Rutter,55,MID,Liverpool,Brighton,Brighton
174,628,42,Nott'm Forest,0,True,2024-09-22T13:00:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,3595,19663,4825,1230,628,Ferdi Kadioglu,45,DEF,Liverpool,Brighton,Brighton
175,629,42,Nott'm Forest,0,True,2024-09-22T13:00:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,8,395,72,64,629,Matt O'Riley,55,MID,Liverpool,Brighton,Brighton
176,663,76,Newcastle,0,False,2024-10-19T14:00:00Z,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,473,2125,649,176,663,Imari Samuels,40,DEF,Liverpool,Brighton,Brighton
177,150,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-126,544,0,126,150,Andrey Nascimento dos Santos,45,MID,Man Utd,Chelsea,Chelsea
178,151,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2342,30856,2341,4683,151,Ângelo Gabriel Borges Damaceno,45,MID,Man Utd,Chelsea,Chelsea
179,153,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1175,13307,1286,2461,153,Benoît Badiashile,43,DEF,Man Utd,Chelsea,Chelsea
180,154,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1284,27975,3542,2258,154,Lucas Bergström,40,GKP,Man Utd,Chelsea,Chelsea
181,155,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,37,38863,2211,2174,155,Marcus Bettinelli,40,GKP,Man Utd,Chelsea,Chelsea
182,157,23,Crystal Palace,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,20.8,4.2,0.0,2.5,1,0.00,0.03,0.03,0.44,50,-6717,60944,5780,12497,157,Moisés Caicedo Corozo,49,MID,Man Utd,Chelsea,Chelsea
183,158,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-684,12640,2156,2840,158,Cesare Casadei,45,MID,Man Utd,Chelsea,Chelsea
184,160,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-12978,67621,3686,16664,160,Ben Chilwell,47,DEF,Man Utd,Chelsea,Chelsea
185,161,23,Crystal Palace,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-413,5638,862,1275,161,Carney Chukwuemeka,48,MID,Man Utd,Chelsea,Chelsea
186,162,23,Crystal Palace,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,12,20.0,2.5,24.0,4.7,1,0.18,0.01,0.19,0.44,45,24529,119482,47095,22566,162,Levi Colwill,46,DEF,Man Utd,Chelsea,Chelsea
187,163,23,Crystal Palace,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,4.3,2.0,2.4,1,0.00,0.01,0.01,0.44,50,-39815,614141,65020,104835,163,Marc Cucurella Saseta,50,DEF,Man Utd,Chelsea,Chelsea
