,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
10,13,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-8234,340740,554,8788,13,Martin Ødegaard,82,MID,Newcastle,Arsenal,Arsenal
11,15,96,Newcastle,3,False,2024-11-02T12:30:00Z,1,0,10,90,0,0,0,1,0,0,0,0,0,3,0,11,22.8,0.0,0.0,2.3,1,0.00,0.00,0.00,0.53,56,-82991,3200996,36349,119340,15,David Raya Martin,56,GKP,Newcastle,Arsenal,Arsenal
12,16,96,Newcastle,2,False,2024-11-02T12:30:00Z,1,0,10,90,0,0,0,1,0,0,0,0,0,0,0,9,18.0,40.8,14.0,7.3,1,0.35,0.19,0.54,0.53,63,8893,313312,20304,11411,16,Declan Rice,63,MID,Newcastle,Arsenal,Arsenal
13,17,96,Newcastle,2,False,2024-11-02T12:30:00Z,1,0,10,90,0,0,0,1,0,0,0,0,0,0,0,9,7.4,22.9,17.0,4.7,1,0.20,0.25,0.45,0.53,101,284123,2699785,393216,109093,17,Bukayo Saka,101,MID,Newcastle,Arsenal,Arsenal
14,18,96,Newcastle,2,False,2024-11-02T12:30:00Z,1,0,10,90,0,0,0,1,0,0,0,0,0,0,0,19,18.8,2.7,2.0,2.4,1,0.00,0.24,0.24,0.53,60,-74076,2445021,55502,129578,18,William Saliba,60,DEF,Newcastle,Arsenal,Arsenal
15,20,96,Newcastle,2,False,2024-11-02T12:30:00Z,1,0,10,85,0,0,0,1,0,0,0,0,0,0,0,17,19.2,25.8,2.0,4.7,1,0.00,0.06,0.06,0.48,50,-7449,120783,5048,12497,20,Thomas Partey,50,MID,Newcastle,Arsenal,Arsenal
16,21,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-56,2379,24,80,21,Kieran Tierney,43,DEF,Newcastle,Arsenal,Arsenal
17,22,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-213,4102,43,256,22,Tomiyasu Takehiro,48,DEF,Newcastle,Arsenal,Arsenal
18,23,96,Newcastle,2,False,2024-11-02T12:30:00Z,1,0,10,70,0,0,0,1,0,0,0,0,0,0,0,7,2.0,4.4,14.0,2.0,1,0.08,0.01,0.09,0.48,69,-17629,256897,19343,36972,23,Leandro Trossard,69,MID,Newcastle,Arsenal,Arsenal
19,24,96,Newcastle,1,False,2024-11-02T12:30:00Z,1,0,10,19,0,0,0,0,0,0,0,0,0,0,0,6,7.4,17.8,2.0,2.7,0,0.00,0.03,0.03,0.04,63,-12091,441170,16086,28177,24,Benjamin White,62,DEF,Newcastle,Arsenal,Arsenal
20,25,96,Newcastle,1,False,2024-11-02T12:30:00Z,1,0,10,29,0,0,0,0,0,0,0,0,0,0,0,5,4.6,2.4,2.0,0.9,0,0.00,0.01,0.01,0.08,48,-1515,110916,1859,3374,25,Oleksandr Zinchenko,48,DEF,Newcastle,Arsenal,Arsenal
21,73,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-5251,115975,629,5880,73,Norberto Murara Neto,43,GKP,Newcastle,Arsenal,Arsenal
22,186,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,67,-2951,105652,1401,4352,186,Raheem Sterling,67,MID,Newcastle,Arsenal,Arsenal
23,578,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-53538,171771,281,53819,578,Riccardo Calafiori,58,DEF,Newcastle,Arsenal,Arsenal
24,597,96,Newcastle,0,False,2024-11-02T12:30:00Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,242,6827,647,405,597,Myles Lewis-Skelly,45,MID,Newcastle,Arsenal,Arsenal
25,28,99,Spurs,1,False,2024-11-03T14:00:00Z,4,1,10,9,0,0,0,1,0,0,0,0,0,0,0,4,0.2,0.8,7.0,0.8,0,0.02,0.00,0.02,0.15,63,-1660,115070,7084,8744,28,Leon Bailey,63,MID,Spurs,Aston Villa,Aston Villa
26,29,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-1426,39611,2018,3444,29,Ross Barkley,52,MID,Spurs,Aston Villa,Aston Villa
27,30,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-57,2288,0,57,30,Enzo Barrenechea,49,MID,Spurs,Aston Villa,Aston Villa
28,31,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-309,9432,293,602,31,Emiliano Buendía Stati,53,MID,Spurs,Aston Villa,Aston Villa
29,32,99,Spurs,1,False,2024-11-03T14:00:00Z,4,1,10,59,0,0,0,1,0,0,0,0,0,0,0,1,14.4,0.8,0.0,1.5,1,0.00,0.00,0.00,0.93,44,34,134074,6307,6273,32,Matty Cash,44,DEF,Spurs,Aston Villa,Aston Villa
30,33,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2167,31857,0,2167,33,Leander Dendoncker,45,MID,Spurs,Aston Villa,Aston Villa
31,34,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-26,1799,0,26,34,Moussa Diaby,65,MID,Spurs,Aston Villa,Aston Villa
32,35,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,30,0,0,0,3,0,0,0,0,0,0,0,-14,0.4,0.7,4.0,0.5,0,0.39,0.00,0.39,1.51,45,-852,49777,2845,3697,35,Diego Carlos Santos Silva,45,DEF,Spurs,Aston Villa,Aston Villa
33,36,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,0,0,5,27.8,53.8,3.0,8.5,1,0.02,0.15,0.17,2.44,47,125708,1017963,173299,47591,36,Lucas Digne,47,DEF,Spurs,Aston Villa,Aston Villa
34,37,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5,223,0,5,37,Lewis Dobbin,50,MID,Spurs,Aston Villa,Aston Villa
35,38,99,Spurs,1,False,2024-11-03T14:00:00Z,4,1,10,21,0,0,0,3,0,0,0,0,0,0,0,2,0.0,0.2,0.0,0.0,0,0.00,0.00,0.00,1.48,61,-122254,481125,17390,139644,38,Jhon Durán,60,FWD,Spurs,Aston Villa,Aston Villa
36,39,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-798,92868,1538,2336,39,Joe Gauci,40,GKP,Spurs,Aston Villa,Aston Villa
37,40,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1655,63030,658,2313,40,Kortney Hause,40,DEF,Spurs,Aston Villa,Aston Villa
38,41,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-62,2500,0,62,41,Samuel Iling-Junior,54,MID,Spurs,Aston Villa,Aston Villa
39,42,99,Spurs,1,False,2024-11-03T14:00:00Z,4,1,10,9,0,0,0,1,0,0,0,0,0,0,0,6,2.2,1.3,0.0,0.4,0,0.00,0.01,0.01,0.15,50,160,1144,330,170,42,Boubacar Kamara,50,MID,Spurs,Aston Villa,Aston Villa
40,43,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-48,1141,0,48,43,Kaine Kesler-Hayden,40,DEF,Spurs,Aston Villa,Aston Villa
41,44,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,0,0,4,19.4,3.9,2.0,2.5,1,0.00,0.15,0.15,2.44,45,-80501,1170636,15386,95887,44,Ezri Konsa Ngoyo,45,DEF,Spurs,Aston Villa,Aston Villa
42,45,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-9793,184338,2229,12022,45,Ian Maatsen,47,DEF,Spurs,Aston Villa,Aston Villa
43,46,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,108,0,0,46,Filip Marschall,40,GKP,Spurs,Aston Villa,Aston Villa
44,47,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,2,0,0,16.0,0.0,0.0,1.6,1,0.00,0.00,0.00,2.44,50,-16544,1462663,42410,58954,47,Emiliano Martínez Romero,50,GKP,Spurs,Aston Villa,Aston Villa
45,48,99,Spurs,2,False,2024-11-03T14:00:00Z,4,1,10,80,0,0,0,3,0,0,0,0,0,0,0,6,7.0,13.5,6.0,2.7,1,0.07,0.03,0.10,2.29,52,1486,85901,4717,3231,48,John McGinn,52,MID,Spurs,Aston Villa,Aston Villa
46,49,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,543,6077,866,323,49,Tyrone Mings,44,DEF,Spurs,Aston Villa,Aston Villa
47,50,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-8108,126188,799,8907,50,Kosta Nedeljković,40,DEF,Spurs,Aston Villa,Aston Villa
48,51,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-112,11068,272,384,51,Robin Olsen,45,GKP,Spurs,Aston Villa,Aston Villa
49,52,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,0,0,-2,9.6,0.8,0.0,1.0,1,0.00,0.02,0.02,2.44,45,-13739,199303,5351,19090,52,Pau Torres,45,DEF,Spurs,Aston Villa,Aston Villa
50,53,99,Spurs,2,False,2024-11-03T14:00:00Z,4,1,10,80,0,0,0,3,0,0,0,0,0,0,0,13,14.6,1.3,4.0,2.0,1,0.03,0.00,0.03,2.29,54,-1155,35640,1965,3120,53,Jacob Ramsey,54,MID,Spurs,Aston Villa,Aston Villa
51,54,99,Spurs,9,False,2024-11-03T14:00:00Z,4,1,10,68,1,0,0,1,0,0,0,0,0,0,2,33,38.6,20.9,34.0,9.4,1,0.75,0.02,0.77,0.96,54,-94793,2396567,84119,178912,54,Morgan Rogers,54,MID,Spurs,Aston Villa,Aston Villa
52,55,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-3,95,0,3,55,Viljami Sinisalo,40,GKP,Spurs,Aston Villa,Aston Villa
53,56,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-410,8042,0,410,56,Lino da Cruz Sousa,40,DEF,Spurs,Aston Villa,Aston Villa
54,57,99,Spurs,2,False,2024-11-03T14:00:00Z,4,1,10,80,0,0,0,3,0,0,0,0,0,0,0,17,14.6,35.2,0.0,5.0,1,0.00,0.07,0.07,2.29,55,-7903,162168,11534,19437,57,Youri Tielemans,55,MID,Spurs,Aston Villa,Aston Villa
55,58,99,Spurs,2,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,0,0,-6,0.0,0.5,10.0,0.6,1,0.46,0.00,0.46,2.44,91,-288358,2890976,42537,330895,58,Ollie Watkins,90,FWD,Spurs,Aston Villa,Aston Villa
56,233,99,Spurs,2,False,2024-11-03T14:00:00Z,4,1,10,90,0,0,0,4,0,0,0,0,0,0,0,14,9.0,16.8,9.0,3.5,1,0.11,0.01,0.12,2.44,50,-95593,628718,10449,106042,233,Amadou Onana,50,MID,Spurs,Aston Villa,Aston Villa
57,569,99,Spurs,1,False,2024-11-03T14:00:00Z,4,1,10,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.8,2.0,0.1,0,0.00,0.00,0.00,0.15,53,15,4505,215,200,569,Jaden Philogene,53,MID,Spurs,Aston Villa,Aston Villa
58,598,99,Spurs,0,False,2024-11-03T14:00:00Z,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1873,37112,631,2504,598,Lamare Bogarde,40,DEF,Spurs,Aston Villa,Aston Villa
59,59,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-406,18987,343,749,59,Max Aarons,43,DEF,Bournemouth,Man City,Bournemouth
60,60,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,24,0,0,0,1,0,0,0,1,0,0,0,1,10.4,10.3,0.0,2.1,0,0.00,0.01,0.01,0.97,49,217,1161,359,142,60,Tyler Adams,49,MID,Bournemouth,Man City,Bournemouth
61,61,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1007,16547,0,1007,61,Jaidon Anthony,45,MID,Bournemouth,Man City,Bournemouth
62,62,91,Man City,1,True,2024-11-02T15:00:00Z,2,1,10,12,0,0,0,1,0,0,0,0,0,0,0,4,4.0,0.0,4.0,0.8,0,0.10,0.00,0.10,0.91,49,-20,1428,99,119,62,David Brooks,49,MID,Bournemouth,Man City,Bournemouth
63,63,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,65,0,0,1,0,0,0,0,1,0,0,0,6,6.0,2.5,0.0,0.9,1,0.00,0.01,0.01,0.59,49,228,19863,1712,1484,63,Ryan Christie,49,MID,Bournemouth,Man City,Bournemouth
64,64,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,12,12.8,1.3,2.0,1.6,1,0.00,0.01,0.01,1.56,50,1493,26811,5165,3672,64,Lewis Cook,50,MID,Bournemouth,Man City,Bournemouth
65,65,91,Man City,1,True,2024-11-02T15:00:00Z,2,1,10,12,0,0,0,1,0,0,0,0,0,0,0,0,2.2,0.0,4.0,0.6,0,0.00,0.00,0.00,0.91,54,-9,5183,697,706,65,Enes Ünal,54,FWD,Bournemouth,Man City,Bournemouth
66,66,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-16,652,0,16,66,Romain Faivre,50,MID,Bournemouth,Man City,Bournemouth
67,67,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-380,7322,0,380,67,Hamed Traorè,45,MID,Bournemouth,Man City,Bournemouth
68,68,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,174,38411,1774,1600,68,James Hill,40,DEF,Bournemouth,Man City,Bournemouth
69,69,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-17908,165823,0,17908,69,Daniel Jebbison,45,FWD,Bournemouth,Man City,Bournemouth
70,70,91,Man City,10,True,2024-11-02T15:00:00Z,2,1,10,90,0,2,0,1,0,0,0,0,0,0,2,37,48.6,27.6,8.0,8.4,1,0.00,0.42,0.42,1.56,44,-749,46460,2707,3456,70,Milos Kerkez,44,DEF,Bournemouth,Man City,Bournemouth
71,71,91,Man City,3,True,2024-11-02T15:00:00Z,2,1,10,77,0,0,1,0,0,0,0,0,0,0,0,8,11.0,30.3,27.0,6.8,1,0.35,0.19,0.54,0.65,53,1895,34755,5348,3453,71,Justin Kluivert,53,MID,Bournemouth,Man City,Bournemouth
72,72,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-121,3473,0,121,72,Chris Mepham,44,DEF,Bournemouth,Man City,Bournemouth
73,74,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-193,3327,274,467,74,Dango Ouattara,50,MID,Bournemouth,Man City,Bournemouth
74,75,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-79,3058,0,79,75,Alex Paulsen,40,GKP,Bournemouth,Man City,Bournemouth
75,76,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-60,5682,324,384,76,Philip Billing,48,MID,Bournemouth,Man City,Bournemouth
76,77,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-602,4159,82,684,77,Alex Scott,48,MID,Bournemouth,Man City,Bournemouth
77,78,91,Man City,10,True,2024-11-02T15:00:00Z,2,1,10,90,1,0,0,1,0,0,0,0,0,0,3,50,59.0,40.6,48.0,14.8,1,0.55,0.15,0.70,1.56,56,-114829,771408,24148,138977,78,Antoine Semenyo,56,MID,Bournemouth,Man City,Bournemouth
78,79,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,12,23.0,1.6,6.0,3.1,1,0.00,0.05,0.05,1.56,48,-714,65186,4583,5297,79,Marcos Senesi,48,DEF,Bournemouth,Man City,Bournemouth
79,80,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-7800,27573,48,7848,80,Luis Sinisterra,50,MID,Bournemouth,Man City,Bournemouth
80,81,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,7,19.4,15.4,4.0,3.9,1,0.60,0.01,0.61,1.56,45,-995,20339,514,1509,81,Adam Smith,45,DEF,Bournemouth,Man City,Bournemouth
81,83,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,89,0,0,0,1,0,0,0,0,0,0,0,9,7.6,18.8,1.0,2.7,1,0.06,0.15,0.21,0.93,55,-2514,36216,2472,4986,83,Marcus Tavernier,55,MID,Bournemouth,Man City,Bournemouth
82,84,91,Man City,3,True,2024-11-02T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,3,0,10,28.2,0.0,0.0,2.8,1,0.00,0.01,0.01,1.56,44,1384,16264,1872,488,84,Mark Travers,44,GKP,Bournemouth,Man City,Bournemouth
83,85,91,Man City,2,True,2024-11-02T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,13,15.8,0.3,0.0,1.6,1,0.00,0.00,0.00,1.56,44,-987,38197,2425,3412,85,Illia Zabarnyi,44,DEF,Bournemouth,Man City,Bournemouth
84,152,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-13757,71124,815,14572,152,Kepa Arrizabalaga,45,GKP,Bournemouth,Man City,Bournemouth
85,580,91,Man City,1,True,2024-11-02T15:00:00Z,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.63,43,-350,9378,113,463,580,Dean Huijsen,43,DEF,Bournemouth,Man City,Bournemouth
86,592,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-865,20997,271,1136,592,Julián Araujo Zúñiga,44,DEF,Bournemouth,Man City,Bournemouth
87,599,91,Man City,0,True,2024-11-02T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,2017,45413,3132,1115,599,Will Dennis,40,GKP,Bournemouth,Man City,Bournemouth
88,86,92,Fulham,0,False,2024-11-04T20:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5889,33628,203,6092,86,Kristoffer Ajer,44,DEF,Fulham,Brentford,Brentford
89,87,92,Fulham,0,False,2024-11-04T20:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-242,9313,317,559,87,Ethan Brierley,45,MID,Fulham,Brentford,Brentford
90,88,92,Fulham,1,False,2024-11-04T20:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,0,0,0,7,24.8,1.1,4.0,3.0,1,0.00,0.00,0.00,1.37,45,-10138,252669,15920,26058,88,Nathan Collins,45,DEF,Fulham,Brentford,Brentford
91,89,92,Fulham,3,False,2024-11-04T20:00:00Z,2,1,10,71,0,0,1,0,0,0,0,0,0,0,0,8,10.4,4.6,0.0,1.5,1,0.00,0.00,0.00,0.75,50,14767,62532,23585,8818,89,Mikkel Damsgaard,50,MID,Fulham,Brentford,Brentford
92,90,92,Fulham,0,False,2024-11-04T20:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-14,457,7,21,90,Josh Dasilva,48,MID,Fulham,Brentford,Brentford
