,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
48,51,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-476,10800,145,621,51,Robin Olsen,45,GKP,Spurs,Aston Villa,Aston Villa
49,52,82,Bournemouth,2,True,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,13,15.2,0.9,17.0,3.3,1,0.05,0.01,0.06,0.31,45,-1185,212604,6880,8065,52,Pau Torres,45,DEF,Spurs,Aston Villa,Aston Villa
50,53,82,Bournemouth,1,True,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,1,0,0,0,10,12.0,23.8,10.0,4.6,1,0.00,0.15,0.15,0.31,54,2345,36590,3629,1284,53,Jacob Ramsey,54,MID,Spurs,Aston Villa,Aston Villa
51,54,82,Bournemouth,1,True,2024-10-26T14:00:00Z,1,1,9,56,0,0,0,0,0,0,0,0,0,0,0,-2,0.6,12.6,6.0,1.9,1,0.08,0.08,0.16,0.18,54,194741,2501552,221984,27243,54,Morgan Rogers,54,MID,Spurs,Aston Villa,Aston Villa
52,55,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,98,0,2,55,Viljami Sinisalo,40,GKP,Spurs,Aston Villa,Aston Villa
53,56,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-360,8451,0,360,56,Lino da Cruz Sousa,40,DEF,Spurs,Aston Villa,Aston Villa
54,57,82,Bournemouth,1,True,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,1,0,0,0,13,21.0,40.4,30.0,9.1,1,0.25,0.27,0.52,0.31,55,16140,169827,21960,5820,57,Youri Tielemans,55,MID,Spurs,Aston Villa,Aston Villa
55,58,82,Bournemouth,2,True,2024-10-26T14:00:00Z,1,1,9,81,0,0,1,0,0,0,0,0,0,0,0,14,11.4,22.6,53.0,8.7,1,0.35,0.23,0.58,0.20,91,104066,3192352,161985,57919,58,Ollie Watkins,91,FWD,Spurs,Aston Villa,Aston Villa
56,233,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,45,0,0,0,0,0,0,0,1,0,0,0,1,3.8,2.1,40.0,4.6,1,0.21,0.02,0.23,0.18,51,-53937,723203,12037,65974,233,Amadou Onana,50,MID,Spurs,Aston Villa,Aston Villa
57,569,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-410,4395,29,439,569,Jaden Philogene,53,MID,Spurs,Aston Villa,Aston Villa
58,598,82,Bournemouth,0,True,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1904,38710,654,2558,598,Lamare Bogarde,40,DEF,Spurs,Aston Villa,Aston Villa
59,59,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-307,19318,306,613,59,Max Aarons,43,DEF,Bournemouth,Man City,Bournemouth
60,60,82,Aston Villa,1,False,2024-10-26T14:00:00Z,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.1,0.0,0.1,0,0.00,0.00,0.00,0.00,49,131,853,194,63,60,Tyler Adams,49,MID,Bournemouth,Man City,Bournemouth
61,61,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-979,17544,0,979,61,Jaidon Anthony,45,MID,Bournemouth,Man City,Bournemouth
62,62,82,Aston Villa,1,False,2024-10-26T14:00:00Z,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,0.0,0.2,0,0.00,0.00,0.00,0.00,49,-13,1408,64,77,62,David Brooks,49,MID,Bournemouth,Man City,Bournemouth
63,63,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,80,0,0,0,1,0,0,0,0,0,0,0,19,13.4,3.3,4.0,2.1,1,0.00,0.07,0.07,1.81,49,920,19532,1679,759,63,Ryan Christie,49,MID,Bournemouth,Man City,Bournemouth
64,64,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,17,25.2,7.3,0.0,3.3,1,0.00,0.01,0.01,1.81,50,1245,24930,3348,2103,64,Lewis Cook,50,MID,Bournemouth,Man City,Bournemouth
65,65,82,Aston Villa,1,False,2024-10-26T14:00:00Z,1,1,9,63,0,0,1,0,0,0,0,1,0,0,0,0,0.0,2.3,8.0,0.7,1,0.10,0.02,0.12,1.33,54,-11,5077,525,536,65,Enes Ünal,54,FWD,Bournemouth,Man City,Bournemouth
66,66,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-14,668,0,14,66,Romain Faivre,50,MID,Bournemouth,Man City,Bournemouth
67,67,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-348,7703,0,348,67,Hamed Traorè,45,MID,Bournemouth,Man City,Bournemouth
68,68,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-857,37844,452,1309,68,James Hill,40,DEF,Bournemouth,Man City,Bournemouth
69,69,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-16336,183217,0,16336,69,Daniel Jebbison,45,FWD,Bournemouth,Man City,Bournemouth
70,70,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,80,0,0,0,1,0,0,0,0,0,0,0,10,13.6,29.8,2.0,4.5,1,0.02,0.09,0.11,1.81,44,1194,46916,3335,2141,70,Milos Kerkez,44,DEF,Bournemouth,Man City,Bournemouth
71,71,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,63,0,0,1,0,0,0,0,1,0,0,0,3,0.8,2.4,10.0,1.3,1,0.04,0.01,0.05,1.33,53,5509,32652,6855,1346,71,Justin Kluivert,53,MID,Bournemouth,Man City,Bournemouth
72,72,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-107,3595,0,107,72,Chris Mepham,44,DEF,Bournemouth,Man City,Bournemouth
73,74,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,10,18.2,0.6,15.0,3.4,1,0.05,0.02,0.07,1.81,50,142,3443,335,193,74,Dango Ouattara,50,MID,Bournemouth,Man City,Bournemouth
74,75,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-62,3141,0,62,75,Alex Paulsen,40,GKP,Bournemouth,Man City,Bournemouth
75,76,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-172,5684,94,266,76,Philip Billing,48,MID,Bournemouth,Man City,Bournemouth
76,77,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,84,4788,397,313,77,Alex Scott,48,MID,Bournemouth,Man City,Bournemouth
77,78,82,Aston Villa,1,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,1,0,0,0,6,4.4,23.6,14.0,4.2,1,0.02,0.03,0.05,1.81,56,-70156,884395,29994,100150,78,Antoine Semenyo,56,MID,Bournemouth,Man City,Bournemouth
78,79,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,10,17.8,10.8,0.0,2.9,1,0.00,0.05,0.05,1.81,48,5596,65373,7683,2087,79,Marcos Senesi,48,DEF,Bournemouth,Man City,Bournemouth
79,80,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5762,35340,338,6100,80,Luis Sinisterra,50,MID,Bournemouth,Man City,Bournemouth
80,81,82,Aston Villa,1,False,2024-10-26T14:00:00Z,1,1,9,60,0,0,0,1,0,0,0,1,0,0,0,-1,5.0,11.6,0.0,1.7,0,0.00,0.01,0.01,1.15,45,-671,21091,485,1156,81,Adam Smith,45,DEF,Bournemouth,Man City,Bournemouth
81,83,82,Aston Villa,3,False,2024-10-26T14:00:00Z,1,1,9,26,0,1,0,1,0,0,0,1,0,0,0,12,18.8,26.2,2.0,4.7,0,0.04,0.07,0.11,0.48,55,-1808,38258,2161,3969,83,Marcus Tavernier,55,MID,Bournemouth,Man City,Bournemouth
82,84,82,Aston Villa,5,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,7,1,20,52.0,0.0,0.0,5.2,1,0.00,0.00,0.00,1.81,44,-207,14497,138,345,84,Mark Travers,44,GKP,Bournemouth,Man City,Bournemouth
83,85,82,Aston Villa,2,False,2024-10-26T14:00:00Z,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,10,23.0,0.7,0.0,2.4,1,0.00,0.03,0.03,1.81,44,1968,38935,3414,1446,85,Illia Zabarnyi,44,DEF,Bournemouth,Man City,Bournemouth
84,152,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,4320,85193,7906,3586,152,Kepa Arrizabalaga,45,GKP,Bournemouth,Man City,Bournemouth
85,580,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-323,9649,43,366,580,Dean Huijsen,43,DEF,Bournemouth,Man City,Bournemouth
86,592,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,29,0,0,0,0,0,0,0,1,0,0,0,-2,0.6,0.3,0.0,0.1,1,0.00,0.00,0.00,0.67,44,-410,21765,308,718,592,Julián Araujo Zúñiga,44,DEF,Bournemouth,Man City,Bournemouth
87,599,82,Aston Villa,0,False,2024-10-26T14:00:00Z,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,7,43083,970,963,599,Will Dennis,40,GKP,Bournemouth,Man City,Bournemouth
88,86,83,Ipswich,0,True,2024-10-26T14:00:00Z,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,1020,39921,3037,2017,86,Kristoffer Ajer,45,DEF,Fulham,Brentford,Brentford
89,87,83,Ipswich,0,True,2024-10-26T14:00:00Z,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-199,9485,242,441,87,Ethan Brierley,45,MID,Fulham,Brentford,Brentford
90,88,83,Ipswich,1,True,2024-10-26T14:00:00Z,4,3,9,90,0,0,0,3,0,0,0,0,0,0,0,1,12.4,1.3,15.0,2.9,1,0.49,0.01,0.50,1.30,45,50066,267443,59315,9249,88,Nathan Collins,45,DEF,Fulham,Brentford,Brentford
91,89,83,Ipswich,2,True,2024-10-26T14:00:00Z,4,3,9,76,0,0,0,2,0,0,0,0,0,0,0,16,13.6,54.3,20.0,8.8,1,0.33,0.32,0.65,1.14,50,27006,48124,29406,2400,89,Mikkel Damsgaard,50,MID,Fulham,Brentford,Brentford
