,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
10,13,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-25049,356663,320,25369,13,Martin Ødegaard,82,MID,Newcastle,Arsenal,Arsenal
11,15,71,Bournemouth,1,False,2024-10-19T16:30:00Z,2,0,8,90,0,0,0,2,0,0,0,0,0,2,0,0,11.8,0.0,0.0,1.2,1,0.00,0.00,0.00,1.82,57,54012,3429779,128397,74385,15,David Raya Martin,56,GKP,Newcastle,Arsenal,Arsenal
12,16,71,Bournemouth,2,False,2024-10-19T16:30:00Z,2,0,8,90,0,0,0,2,0,0,0,0,0,0,0,20,21.6,35.8,4.0,6.1,1,0.00,0.15,0.15,1.82,63,-5638,303186,11664,17302,16,Declan Rice,63,MID,Newcastle,Arsenal,Arsenal
13,17,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,101,1260,3514644,275043,273783,17,Bukayo Saka,100,MID,Newcastle,Arsenal,Arsenal
14,18,71,Bournemouth,-3,False,2024-10-19T16:30:00Z,2,0,8,29,0,0,0,2,0,0,0,0,1,0,0,-12,0.0,0.1,0.0,0.0,1,0.00,0.00,0.00,0.03,60,-102072,3345949,43802,145874,18,William Saliba,60,DEF,Newcastle,Arsenal,Arsenal
15,20,71,Bournemouth,2,False,2024-10-19T16:30:00Z,2,0,8,90,0,0,0,2,0,0,0,0,0,0,0,9,2.6,5.3,1.0,0.9,1,0.05,0.03,0.08,1.82,50,-11640,138182,5675,17315,20,Thomas Partey,50,MID,Newcastle,Arsenal,Arsenal
16,21,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-68,2447,55,123,21,Kieran Tierney,43,DEF,Newcastle,Arsenal,Arsenal
17,22,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,417,4689,651,234,22,Tomiyasu Takehiro,48,DEF,Newcastle,Arsenal,Arsenal
18,23,71,Bournemouth,3,False,2024-10-19T16:30:00Z,2,0,8,63,0,0,1,0,0,0,0,0,0,0,0,5,7.8,0.8,2.0,1.1,1,0.00,0.01,0.01,0.80,69,2617,310889,43474,40857,23,Leandro Trossard,69,MID,Newcastle,Arsenal,Arsenal
19,24,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,90,0,0,0,2,0,0,0,1,0,0,0,2,7.8,2.0,2.0,1.2,1,0.00,0.01,0.01,1.82,63,-105429,466138,607,106036,24,Benjamin White,63,DEF,Newcastle,Arsenal,Arsenal
20,25,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-9937,112095,103,10040,25,Oleksandr Zinchenko,48,DEF,Newcastle,Arsenal,Arsenal
21,73,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-16758,124834,525,17283,73,Norberto Murara Neto,43,GKP,Newcastle,Arsenal,Arsenal
22,186,71,Bournemouth,1,False,2024-10-19T16:30:00Z,2,0,8,36,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,12.0,1.2,1,0.00,0.00,0.00,0.14,67,-3051,109586,2814,5865,186,Raheem Sterling,67,MID,Newcastle,Arsenal,Arsenal
23,578,71,Bournemouth,1,False,2024-10-19T16:30:00Z,2,0,8,90,0,0,0,2,0,0,0,0,0,0,0,12,27.2,7.2,0.0,3.4,1,0.00,0.01,0.01,1.82,58,15615,254877,31475,15860,578,Riccardo Calafiori,58,DEF,Newcastle,Arsenal,Arsenal
24,597,71,Bournemouth,0,False,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-133,6437,411,544,597,Myles Lewis-Skelly,45,MID,Newcastle,Arsenal,Arsenal
25,28,72,Fulham,1,False,2024-10-19T14:00:00Z,1,3,8,60,0,0,0,1,0,0,0,1,0,0,0,1,6.2,14.8,9.0,3.0,1,0.02,0.05,0.07,1.52,63,-4125,114424,5491,9616,28,Leon Bailey,63,MID,Spurs,Aston Villa,Aston Villa
26,29,72,Fulham,1,False,2024-10-19T14:00:00Z,1,3,8,15,0,0,0,0,0,0,0,0,0,0,0,4,5.6,10.8,7.0,2.3,0,0.11,0.01,0.12,0.24,52,-1201,41794,1609,2810,29,Ross Barkley,52,MID,Spurs,Aston Villa,Aston Villa
27,30,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-105,2388,0,105,30,Enzo Barrenechea,49,MID,Spurs,Aston Villa,Aston Villa
28,31,72,Fulham,1,False,2024-10-19T14:00:00Z,1,3,8,7,0,0,0,0,0,0,0,0,0,0,0,6,2.6,0.4,0.0,0.3,0,0.00,0.00,0.00,0.21,53,-288,9729,457,745,31,Emiliano Buendía Stati,53,MID,Spurs,Aston Villa,Aston Villa
29,32,72,Fulham,2,False,2024-10-19T14:00:00Z,1,3,8,90,0,0,0,1,0,0,0,0,0,0,0,8,9.8,0.8,0.0,1.1,1,0.00,0.00,0.00,1.78,44,6527,128351,9763,3236,32,Matty Cash,44,DEF,Spurs,Aston Villa,Aston Villa
30,33,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3565,36131,0,3565,33,Leander Dendoncker,45,MID,Spurs,Aston Villa,Aston Villa
31,34,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-45,1843,0,45,34,Moussa Diaby,65,MID,Spurs,Aston Villa,Aston Villa
32,35,72,Fulham,2,False,2024-10-19T14:00:00Z,1,3,8,90,0,0,0,1,0,0,0,0,0,0,0,8,14.8,0.3,0.0,1.5,1,0.00,0.01,0.01,1.78,45,4890,47172,6590,1700,35,Diego Carlos Santos Silva,45,DEF,Spurs,Aston Villa,Aston Villa
33,36,72,Fulham,4,False,2024-10-19T14:00:00Z,1,3,8,90,0,1,0,1,0,0,0,1,0,0,0,13,12.6,3.8,27.0,4.3,1,0.22,0.04,0.26,1.78,46,30332,820415,60515,30183,36,Lucas Digne,47,DEF,Spurs,Aston Villa,Aston Villa
34,37,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-7,230,0,7,37,Lewis Dobbin,50,MID,Spurs,Aston Villa,Aston Villa
35,38,72,Fulham,1,False,2024-10-19T14:00:00Z,1,3,8,15,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.5,4.0,0.5,0,0.02,0.01,0.03,0.24,62,-34106,669387,64785,98891,38,Jhon Durán,62,FWD,Spurs,Aston Villa,Aston Villa
36,39,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,450,93571,2975,2525,39,Joe Gauci,40,GKP,Spurs,Aston Villa,Aston Villa
37,40,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1477,65592,1146,2623,40,Kortney Hause,40,DEF,Spurs,Aston Villa,Aston Villa
38,41,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-85,2607,0,85,41,Samuel Iling-Junior,54,MID,Spurs,Aston Villa,Aston Villa
39,42,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,81,461,111,30,42,Boubacar Kamara,50,MID,Spurs,Aston Villa,Aston Villa
40,43,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-51,1221,0,51,43,Kaine Kesler-Hayden,40,DEF,Spurs,Aston Villa,Aston Villa
41,44,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-139889,1296081,15137,155026,44,Ezri Konsa Ngoyo,45,DEF,Spurs,Aston Villa,Aston Villa
42,45,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-9903,200432,3790,13693,45,Ian Maatsen,48,DEF,Spurs,Aston Villa,Aston Villa
43,46,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1,111,0,1,46,Filip Marschall,40,GKP,Spurs,Aston Villa,Aston Villa
44,47,72,Fulham,8,False,2024-10-19T14:00:00Z,1,3,8,90,0,0,0,1,0,1,0,0,0,3,0,24,48.4,0.0,0.0,4.8,1,0.00,0.00,0.00,1.78,50,23250,1380557,59713,36463,47,Emiliano Martínez Romero,50,GKP,Spurs,Aston Villa,Aston Villa
45,48,72,Fulham,1,False,2024-10-19T14:00:00Z,1,3,8,7,0,0,0,0,0,0,0,0,0,0,0,4,4.2,11.3,0.0,1.6,0,0.00,0.01,0.01,0.21,52,-10266,82541,689,10955,48,John McGinn,52,MID,Spurs,Aston Villa,Aston Villa
46,49,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,99,4493,305,206,49,Tyrone Mings,44,DEF,Spurs,Aston Villa,Aston Villa
47,50,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-9319,142028,1186,10505,50,Kosta Nedeljković,40,DEF,Spurs,Aston Villa,Aston Villa
48,51,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-327,11193,364,691,51,Robin Olsen,45,GKP,Spurs,Aston Villa,Aston Villa
49,52,72,Fulham,2,False,2024-10-19T14:00:00Z,1,3,8,90,0,0,0,1,0,0,0,0,0,0,0,11,10.0,1.2,8.0,1.9,1,0.12,0.02,0.14,1.78,45,1939,212817,11987,10048,52,Pau Torres,45,DEF,Spurs,Aston Villa,Aston Villa
50,53,72,Fulham,5,False,2024-10-19T14:00:00Z,1,3,8,82,0,1,0,1,0,0,0,0,0,0,0,22,23.0,27.6,25.0,7.6,1,0.08,0.18,0.26,1.57,54,-5221,33531,760,5981,53,Jacob Ramsey,54,MID,Spurs,Aston Villa,Aston Villa
51,54,72,Fulham,6,False,2024-10-19T14:00:00Z,1,3,8,82,1,0,0,1,0,0,0,1,0,0,0,18,33.8,15.3,23.0,7.2,1,0.65,0.19,0.84,1.57,53,89360,2293893,165264,75904,54,Morgan Rogers,54,MID,Spurs,Aston Villa,Aston Villa
52,55,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,100,0,2,55,Viljami Sinisalo,40,GKP,Spurs,Aston Villa,Aston Villa
53,56,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-475,8809,0,475,56,Lino da Cruz Sousa,40,DEF,Spurs,Aston Villa,Aston Villa
54,57,72,Fulham,8,False,2024-10-19T14:00:00Z,1,3,8,90,0,1,0,1,0,0,0,0,0,0,3,32,37.6,62.1,2.0,10.2,1,0.00,0.32,0.32,1.78,55,-1903,150843,11587,13490,57,Youri Tielemans,55,MID,Spurs,Aston Villa,Aston Villa
55,58,72,Fulham,8,False,2024-10-19T14:00:00Z,1,3,8,74,1,0,0,1,0,0,0,0,0,0,2,31,35.2,2.6,38.0,7.6,1,0.41,0.00,0.41,1.54,91,10979,3062911,147944,136965,58,Ollie Watkins,91,FWD,Spurs,Aston Villa,Aston Villa
56,233,72,Fulham,2,False,2024-10-19T14:00:00Z,1,3,8,74,0,0,0,1,0,0,0,0,0,0,0,17,11.0,12.6,2.0,2.6,1,0.00,0.03,0.03,1.54,51,-187003,771989,8587,195590,233,Amadou Onana,50,MID,Spurs,Aston Villa,Aston Villa
57,569,72,Fulham,-2,False,2024-10-19T14:00:00Z,1,3,8,29,0,0,0,0,0,0,0,0,1,0,0,-8,0.0,0.0,1.0,0.0,0,0.04,0.00,0.04,0.11,53,167,4812,463,296,569,Jaden Philogene,53,MID,Spurs,Aston Villa,Aston Villa
58,598,72,Fulham,0,False,2024-10-19T14:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1891,40380,979,2870,598,Lamare Bogarde,40,DEF,Spurs,Aston Villa,Aston Villa
59,59,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-794,19538,198,992,59,Max Aarons,43,DEF,Bournemouth,Man City,Bournemouth
60,60,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,23,641,75,52,60,Tyler Adams,49,MID,Bournemouth,Man City,Bournemouth
61,61,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1613,18522,0,1613,61,Jaidon Anthony,45,MID,Bournemouth,Man City,Bournemouth
62,62,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-9,1390,132,141,62,David Brooks,49,MID,Bournemouth,Man City,Bournemouth
63,63,71,Arsenal,6,True,2024-10-19T16:30:00Z,2,0,8,27,1,0,0,0,0,0,0,0,0,0,0,29,39.0,4.3,17.0,6.0,0,0.11,0.02,0.13,0.42,49,-1308,18366,413,1721,63,Ryan Christie,49,MID,Bournemouth,Man City,Bournemouth
64,64,71,Arsenal,3,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,0,0,0,0,15,16.6,24.9,0.0,4.2,1,0.00,0.04,0.04,0.68,50,-1254,23195,2892,4146,64,Lewis Cook,50,MID,Bournemouth,Man City,Bournemouth
65,65,71,Arsenal,1,True,2024-10-19T16:30:00Z,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,3.3,0.0,0.4,0,0.00,0.00,0.00,0.00,54,-444,4984,673,1117,65,Enes Ünal,54,FWD,Bournemouth,Man City,Bournemouth
66,66,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-23,681,0,23,66,Romain Faivre,50,MID,Bournemouth,Man City,Bournemouth
67,67,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-629,8050,0,629,67,Hamed Traorè,45,MID,Bournemouth,Man City,Bournemouth
68,68,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1081,38477,765,1846,68,James Hill,40,DEF,Bournemouth,Man City,Bournemouth
69,69,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-18656,199582,0,18656,69,Daniel Jebbison,45,FWD,Bournemouth,Man City,Bournemouth
70,70,71,Arsenal,7,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,0,0,0,1,30,19.4,16.1,7.0,4.3,1,0.05,0.03,0.08,0.68,45,-8362,45148,453,8815,70,Milos Kerkez,44,DEF,Bournemouth,Man City,Bournemouth
71,71,71,Arsenal,11,True,2024-10-19T16:30:00Z,2,0,8,27,1,1,0,0,0,0,0,0,0,0,2,33,49.2,11.7,19.0,8.0,0,0.79,0.06,0.85,0.42,53,-3242,26303,550,3792,71,Justin Kluivert,53,MID,Bournemouth,Man City,Bournemouth
72,72,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-219,3696,0,219,72,Chris Mepham,44,DEF,Bournemouth,Man City,Bournemouth
73,74,71,Arsenal,3,True,2024-10-19T16:30:00Z,2,0,8,62,0,0,1,0,0,0,0,0,0,0,0,13,8.2,15.8,12.0,3.6,1,0.00,0.04,0.04,0.26,50,-333,3203,187,520,74,Dango Ouattara,50,MID,Bournemouth,Man City,Bournemouth
74,75,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-91,3199,0,91,75,Alex Paulsen,40,GKP,Bournemouth,Man City,Bournemouth
75,76,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-369,5817,182,551,76,Philip Billing,48,MID,Bournemouth,Man City,Bournemouth
76,77,71,Arsenal,3,True,2024-10-19T16:30:00Z,2,0,8,62,0,0,1,0,0,0,0,0,0,0,0,17,11.4,24.8,4.0,4.0,1,0.00,0.08,0.08,0.26,48,-187,4572,103,290,77,Alex Scott,48,MID,Bournemouth,Man City,Bournemouth
77,78,71,Arsenal,2,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,1,0,0,0,-1,9.4,22.0,33.0,6.4,1,0.64,0.08,0.72,0.68,57,-220672,950434,27873,248545,78,Antoine Semenyo,56,MID,Bournemouth,Man City,Bournemouth
78,79,71,Arsenal,9,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,0,0,0,3,34,23.6,2.5,2.0,2.8,1,0.00,0.03,0.03,0.68,48,-5653,58283,965,6618,79,Marcos Senesi,48,DEF,Bournemouth,Man City,Bournemouth
79,80,71,Arsenal,1,True,2024-10-19T16:30:00Z,2,0,8,27,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.3,2.0,0.5,0,0.00,0.00,0.00,0.42,50,-7380,40947,733,8113,80,Luis Sinisterra,50,MID,Bournemouth,Man City,Bournemouth
80,81,71,Arsenal,1,True,2024-10-19T16:30:00Z,2,0,8,45,0,0,0,0,0,0,0,0,0,0,0,5,2.8,1.3,0.0,0.4,0,0.00,0.00,0.00,0.46,45,-3016,21497,458,3474,81,Adam Smith,45,DEF,Bournemouth,Man City,Bournemouth
81,83,71,Arsenal,3,True,2024-10-19T16:30:00Z,2,0,8,62,0,0,1,0,0,0,0,0,0,0,0,5,9.0,14.4,25.0,4.8,1,0.20,0.03,0.23,0.26,55,-8512,39474,1233,9745,83,Marcus Tavernier,55,MID,Bournemouth,Man City,Bournemouth
82,84,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-424,14630,206,630,84,Mark Travers,44,GKP,Bournemouth,Man City,Bournemouth
83,85,71,Arsenal,6,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,0,0,0,0,22,6.6,1.9,0.0,0.9,1,0.00,0.02,0.02,0.68,45,-4117,36469,276,4393,85,Illia Zabarnyi,44,DEF,Bournemouth,Man City,Bournemouth
84,152,71,Arsenal,6,True,2024-10-19T16:30:00Z,2,0,8,90,0,0,1,0,0,0,0,0,0,1,0,22,9.0,0.0,0.0,0.9,1,0.00,0.00,0.00,0.68,45,-10040,79327,2925,12965,152,Kepa Arrizabalaga,45,GKP,Bournemouth,Man City,Bournemouth
85,580,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-534,9939,58,592,580,Dean Huijsen,43,DEF,Bournemouth,Man City,Bournemouth
86,592,71,Arsenal,1,True,2024-10-19T16:30:00Z,2,0,8,45,0,0,0,0,0,0,0,0,0,0,0,7,7.4,1.6,0.0,0.9,1,0.00,0.01,0.01,0.22,45,-1252,21866,325,1577,592,Julián Araujo Zúñiga,44,DEF,Bournemouth,Man City,Bournemouth
87,599,71,Arsenal,0,True,2024-10-19T16:30:00Z,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,277,42801,1588,1311,599,Will Dennis,40,GKP,Bournemouth,Man City,Bournemouth
88,617,82,Aston Villa,8,False,2024-10-26T14:00:00Z,1,1,9,26,1,0,0,1,0,0,0,0,0,0,3,28,33.4,0.6,23.0,5.7,0,0.04,0.00,0.04,0.48,59,-2224,59335,6573,8797,617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,Man City,Bournemouth
89,86,75,Man Utd,0,False,2024-10-19T14:00:00Z,2,1,8,90,0,0,0,2,0,0,0,1,0,0,0,2,7.0,2.4,2.0,1.1,1,0.00,0.02,0.02,1.33,45,-2175,38205,1342,3517,86,Kristoffer Ajer,45,DEF,Fulham,Brentford,Brentford
90,87,75,Man Utd,0,False,2024-10-19T14:00:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-317,9618,356,673,87,Ethan Brierley,45,MID,Fulham,Brentford,Brentford
91,88,75,Man Utd,1,False,2024-10-19T14:00:00Z,2,1,8,90,0,0,0,2,0,0,0,0,0,0,0,11,36.2,22.0,4.0,6.2,1,0.00,0.03,0.03,1.33,45,56931,212324,69395,12464,88,Nathan Collins,45,DEF,Fulham,Brentford,Brentford
92,89,75,Man Utd,5,False,2024-10-19T14:00:00Z,2,1,8,90,0,1,0,2,0,0,0,0,0,0,0,25,26.8,22.5,4.0,5.3,1,0.08,0.24,0.32,1.33,50,10139,19448,12071,1932,89,Mikkel Damsgaard,50,MID,Fulham,Brentford,Brentford
