,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
60,55,Viljami Sinisalo,40,GKP,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
61,56,Lino da Cruz Sousa,40,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
62,57,Youri Tielemans,55,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
63,58,Ollie Watkins,90,FWD,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
64,233,Amadou Onana,49,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
65,569,Jaden Philogene,53,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
66,598,Lamare Bogarde,40,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
67,640,Sil Swinkels,40,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
68,641,Oliwier Zych,40,GKP,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
69,656,Kadan Young,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,True,Aston Villa
70,59,Max Aarons,43,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
71,60,Tyler Adams,49,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
72,61,Jaidon Anthony,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
73,62,David Brooks,49,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
74,63,Ryan Christie,49,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
75,64,Lewis Cook,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
76,65,Enes Ünal,54,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
77,66,Romain Faivre,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
78,67,Hamed Traorè,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
79,68,James Hill,40,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
80,69,Daniel Jebbison,45,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
81,70,Milos Kerkez,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
82,71,Justin Kluivert,53,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
83,72,Chris Mepham,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
84,74,Dango Ouattara,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
85,75,Alex Paulsen,40,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
86,76,Philip Billing,48,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
87,77,Alex Scott,48,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
88,78,Antoine Semenyo,57,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
89,79,Marcos Senesi,48,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
90,80,Luis Sinisterra,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
91,81,Adam Smith,45,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
92,83,Marcus Tavernier,55,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
93,84,Mark Travers,44,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
94,85,Illia Zabarnyi,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
95,152,Kepa Arrizabalaga,45,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
96,580,Dean Huijsen,43,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
97,592,Julián Araujo Zúñiga,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
98,599,Will Dennis,40,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
99,617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,True,Bournemouth
100,86,Kristoffer Ajer,44,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
101,87,Ethan Brierley,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
102,88,Nathan Collins,45,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
103,89,Mikkel Damsgaard,50,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
104,90,Josh Dasilva,48,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
105,91,Mark Flekken,45,GKP,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
106,92,Rico Henry,43,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
107,93,Aaron Hickey,43,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
108,94,Vitaly Janelt,49,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
109,95,Mathias Jensen,53,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
110,96,Kim Ji-soo,39,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
111,97,Yunus Emre Konak,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
112,98,Keane Lewis-Potter,50,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
113,99,Bryan Mbeumo,79,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
114,100,Ben Mee,42,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
115,101,Christian Nørgaard,48,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
116,102,Frank Onyeka,49,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
117,103,Myles Peart-Harris,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
118,104,Ethan Pinnock,45,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
119,105,Mads Roerslev Rasmussen,44,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
120,106,Kevin Schade,51,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
121,107,Igor Thiago Nascimento Rodrigues,59,FWD,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
122,108,Ivan Toney,73,FWD,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
123,109,Hákon Valdimarsson,40,GKP,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
124,110,Yoane Wissa,61,FWD,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
125,111,Yehor Yarmoliuk,44,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
126,112,Mathias Jorgensen,45,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
127,314,Fábio Freitas Gouveia Carvalho,48,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
128,338,Sepp van den Berg,41,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
129,602,Ryan Trevitt,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
130,634,Gustavo Nunes Fernandes Gomes,49,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
131,649,Jayden Meghoma,40,DEF,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
132,661,Tony Yogane,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
133,674,Paris Maghoma,45,MID,Everton,Brentford,2024-11-23T15:00:00Z,False,Brentford
134,113,Simon Adingra,53,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
135,114,Benicio Baker-Boaitey,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
136,115,Carlos Baleba,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
137,116,Valentín Barco,40,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
138,118,Amario Cozier-Duberry,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
139,119,Mahmoud Dahoud,49,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
140,120,Lewis Dunk,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
141,121,Julio Enciso,54,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
142,122,Pervis Estupiñán,50,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
143,123,Evan Ferguson,55,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
144,124,Billy Gilmour,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
145,125,Pascal Groß,65,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
146,126,Jack Hinshelwood,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
147,127,Ibrahim Osman,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
148,128,Igor Julio dos Santos de Paulo,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
149,129,João Pedro Junqueira de Jesus,54,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
150,130,Kacper Kozłowski,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
151,131,Tariq Lamptey,44,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
152,132,Solly March,65,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
153,133,Adrian Mazilu,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
154,134,James Milner,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
155,135,Yankuba Minteh,52,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
156,136,Mitoma Kaoru,64,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
157,137,Jakub Moder,44,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
158,138,Mark O’Mahony,45,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
159,139,Odeluga Offiah,40,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
160,140,Cameron Peupion,45,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
161,141,Jeremy Sarmiento Morante,49,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
162,142,Jason Steele,43,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
163,143,Deniz Undav,55,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
164,144,Jan Paul van Hecke,45,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
165,145,Joël Veltman,45,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
166,146,Bart Verbruggen,45,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
167,147,Adam Webster,43,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
168,148,Danny Welbeck,59,FWD,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
169,149,Mats Wieffer,48,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
170,595,Brajan Gruda,54,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
171,600,Yasin Ayari,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
172,601,Andrew Moran,50,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
173,615,Carl Rushworth,40,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
174,618,Georginio Rutter,56,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
175,628,Ferdi Kadioglu,45,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
176,629,Matt O'Riley,55,MID,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
177,663,Imari Samuels,40,DEF,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
178,668,Killian Cahill,39,GKP,Bournemouth,Brighton,2024-11-23T15:00:00Z,False,Brighton
179,150,Andrey Nascimento dos Santos,45,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
180,151,Ângelo Gabriel Borges Damaceno,45,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
181,153,Benoît Badiashile,43,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
182,154,Lucas Bergström,40,GKP,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
183,155,Marcus Bettinelli,40,GKP,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
184,157,Moisés Caicedo Corozo,49,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
185,158,Cesare Casadei,44,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
186,160,Ben Chilwell,47,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
187,161,Carney Chukwuemeka,48,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
188,162,Levi Colwill,45,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
189,163,Marc Cucurella Saseta,50,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
190,164,David Datro Fofana,54,FWD,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
191,165,Deivid Washington de Souza Eugênio,50,FWD,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
192,166,Kiernan Dewsbury-Hall,56,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
193,167,Axel Disasi,43,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
194,168,Enzo Fernández,48,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
195,169,Conor Gallagher,59,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
196,170,Alfie Gilchrist,40,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
197,171,Malo Gusto,49,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
198,172,Reece James,49,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
199,173,Omari Kellyman,44,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
200,174,Roméo Lavia,45,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
201,175,Romelu Lukaku Bolingoli,63,FWD,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
202,176,Malang Sarr,45,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
203,177,Noni Madueke,64,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
204,178,Marc Guiu Paz,48,FWD,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
205,179,Mykhailo Mudryk,62,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
206,180,Nicolas Jackson,79,FWD,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
207,181,Christopher Nkunku,59,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
208,182,Cole Palmer,109,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
209,183,Đorđe Petrović,44,GKP,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
210,184,Renato Palma Veiga,45,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
211,185,Robert Sánchez,47,GKP,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
212,187,Tosin Adarabioyo,43,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
213,189,Wesley Fofana,45,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
214,386,Jadon Sancho,63,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
215,560,Pedro Lomba Neto,62,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
216,575,Caleb Wiley,40,DEF,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
217,581,Filip Jørgensen,42,GKP,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
218,621,João Félix Sequeira,61,MID,Leicester,Chelsea,2024-11-23T12:30:00Z,False,Chelsea
219,11,Eddie Nketiah,59,FWD,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
220,159,Trevoh Chalobah,44,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
221,190,Naouirou Ahamada,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
222,193,Cheick Doucouré,49,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
223,194,Chris Richards,44,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
224,195,Chadi Riad Dnanou,43,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
225,196,Nathaniel Clyne,44,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
226,197,Malcolm Ebiowei,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
227,199,Eberechi Eze,66,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
228,200,Marc Guéhi,45,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
229,201,Dean Henderson,44,GKP,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
230,202,Rob Holding,43,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
231,203,Will Hughes,49,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
232,205,Daichi Kamada,51,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
233,206,Jefferson Lerma Solís,48,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
234,207,Jean-Philippe Mateta,73,FWD,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
235,208,Matheus França de Oliveira,44,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
236,209,Remi Matthews,40,GKP,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
237,210,Tyrick Mitchell,49,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
238,211,Daniel Muñoz,48,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
239,212,David Ozoh,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
240,213,Jesurun Rak-Sakyi,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
241,214,Jeffrey Schlupp,47,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
242,215,Joel Ward,43,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
243,216,Adam Wharton,47,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
244,445,Matt Turner,40,GKP,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
245,585,Ismaïla Sarr,57,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
246,644,Franco Umeh-Chibueze,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
247,645,Justin Devenny,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
248,646,Asher Agbinone,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
249,647,Kaden Rodney,45,MID,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
250,650,Maxence Lacroix,45,DEF,Aston Villa,Crystal Palace,2024-11-23T15:00:00Z,False,Crystal Palace
