,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
492,418,Kieran Trippier,56,DEF,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
493,419,Joe White,45,MID,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
494,420,Joe Willock,48,MID,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
495,421,Callum Wilson,69,FWD,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
496,574,Miodrag Pivaš,40,DEF,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
497,590,William Osula,50,FWD,Newcastle,Arsenal,2024-11-02T12:30:00Z,True,Newcastle
498,26,Álex Moreno Lopera,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
499,422,Ola Aina,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
500,423,Elliot Anderson,50,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
501,424,Taiwo Awoniyi,56,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
502,425,Willy Boly,43,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
503,426,Josh Bowler,45,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
504,427,Carlos Miguel dos Santos Pereira,43,GKP,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
505,428,Eric da Silva Moreira,45,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
506,429,Danilo dos Santos de Oliveira,47,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
507,430,Emmanuel Dennis,49,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
508,431,Nicolás Domínguez,48,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
509,432,Anthony Elanga,52,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
510,433,Morgan Gibbs-White,63,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
511,434,Callum Hudson-Odoi,54,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
512,435,Alex Mighten,45,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
513,436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
514,437,Neco Williams,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
515,438,Omar Richards,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
516,439,Lewis O'Brien,50,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
517,440,Andrew Omobamidele,43,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
518,441,Jonathan Panzo,40,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
519,442,Ibrahim Sangaré,44,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
520,443,Matz Sels,46,GKP,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
521,444,Harry Toffolo,43,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
522,446,Hwang Ui-jo,45,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
523,447,Chris Wood,64,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
524,448,Joe Worrall,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
525,449,Ryan Yates,49,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
526,531,James Ward-Prowse,62,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
527,573,Nikola Milenković,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
528,596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
529,620,Ramón Sosa,55,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
530,653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,True,Nott'm Forest
531,14,Aaron Ramsdale,44,GKP,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
532,27,Cameron Archer,50,FWD,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
533,188,Lesley Ugochukwu,45,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
534,397,Ryan Fraser,48,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
535,450,Carlos Alcaraz Durán,49,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
536,451,Samuel Amo-Ameyaw,45,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
537,452,Joe Aribo,49,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
538,453,Adam Armstrong,52,FWD,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
539,454,Gavin Bazunu,44,GKP,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
540,455,Jan Bednarek,40,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
541,456,Armel Bella-Kotchap,39,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
542,457,James Bree,40,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
543,458,Shea Charles,45,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
544,459,Samuel Edozie,49,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
545,460,Ronnie Edwards,39,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
546,461,Taylor Harwood-Bellis,41,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
547,462,Kamaldeen Sulemana,50,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
548,463,Adam Lallana,50,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
549,464,Juan Larios López,40,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
550,465,Mateusz Lis,40,GKP,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
551,466,Joe Lumley,40,GKP,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
552,467,Ryan Manning,43,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
553,468,Sékou Mara,50,FWD,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
554,469,Alex McCarthy,44,GKP,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
555,470,Paul Onuachu,49,FWD,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
556,471,Will Smallbone,50,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
557,472,Jack Stephens,40,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
558,473,Ross Stewart,46,FWD,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
559,474,Sugawara Yukinari,45,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
560,475,Charlie Taylor,39,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
561,476,Kyle Walker-Peters,44,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
562,477,Nathan Wood-Gordon,40,DEF,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
563,515,Maxwel Cornet,48,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
564,518,Flynn Downes,48,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
565,584,Ben Brereton Díaz,51,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
566,608,Tyler Dibling,46,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
567,623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,Everton,2024-11-02T15:00:00Z,True,Southampton
568,82,Dominic Solanke-Mitchell,77,FWD,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
569,478,Ashley Phillips,40,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
570,479,Brandon Austin,40,GKP,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
571,480,Rodrigo Bentancur,50,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
572,481,Lucas Bergvall,45,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
573,482,Yves Bissouma,49,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
574,483,Bryan Gil Salvatierra,50,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
575,484,Ben Davies,43,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
576,485,Alfie Devine,45,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
577,486,Radu Drăgușin,43,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
578,487,Emerson Leite de Souza Junior,45,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
579,488,Fraser Forster,44,GKP,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
580,489,Archie Gray,47,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
581,490,Pierre-Emile Højbjerg,50,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
582,491,Brennan Johnson,67,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
583,492,Dejan Kulusevski,63,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
584,493,Giovani Lo Celso,49,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
585,494,James Maddison,76,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
586,495,Pedro Porro,55,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
587,496,Sergio Reguilón,43,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
588,497,Richarlison de Andrade,68,FWD,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
589,498,Cristian Romero,51,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
590,499,Pape Matar Sarr,49,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
591,500,Dane Scarlett,45,FWD,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
592,502,Manor Solomon,54,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
593,503,Son Heung-min,99,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
594,504,Djed Spence,44,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
595,505,Destiny Udogie,49,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
596,506,Micky van de Ven,47,DEF,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
597,507,Alejo Véliz,50,FWD,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
598,508,Guglielmo Vicario,50,GKP,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
599,509,Timo Werner,62,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
600,510,Alfie Whiteman,40,GKP,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
601,609,Will Lankshear,45,FWD,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
602,610,Mikey Moore,45,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
603,612,Wilson Odobert,53,MID,Spurs,Aston Villa,2024-11-03T14:00:00Z,True,Spurs
604,388,Aaron Wan-Bissaka,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
605,511,Edson Álvarez Velázquez,50,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
606,512,Michail Antonio,54,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
607,513,Alphonse Areola,44,GKP,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
608,514,Jarrod Bowen,74,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
609,516,Vladimír Coufal,43,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
610,517,Aaron Cresswell,40,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
611,519,George Earthy,45,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
612,520,Emerson Palmieri dos Santos,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
613,521,Łukasz Fabiański,40,GKP,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
614,522,Wes Foderingham,44,GKP,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
615,523,Danny Ings,50,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
616,524,Max Kilman,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
617,525,Mohammed Kudus,62,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
618,526,Luis Guilherme Lira dos Santos,48,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
619,527,Lucas Tolentino Coelho de Lima,59,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
620,528,Konstantinos Mavropanos,45,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
621,529,Nayef Aguerd,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
622,530,Tomáš Souček,50,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
623,532,Kurt Zouma,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
624,576,Andy Irving,48,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
625,587,Crysencio Summerville,57,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
626,588,Guido Rodríguez,49,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
627,589,Niclas Füllkrug,67,FWD,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
628,591,Jean-Clair Todibo,44,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
629,643,Kaelan Casey,40,DEF,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
630,654,Carlos Soler,50,MID,Nott'm Forest,West Ham,2024-11-02T15:00:00Z,False,West Ham
631,204,Sam Johnstone,44,GKP,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
632,533,Rayan Aït-Nouri,45,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
633,534,Boubacar Traoré,48,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
634,535,Jean-Ricner Bellegarde,50,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
635,536,Daniel Bentley,40,GKP,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
636,537,Francisco Jorge Tomás Oliveira,45,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
637,538,Tawanda Chirewa,45,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
638,539,Leon Chiwome,45,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
639,540,Luke Cundle,45,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
640,541,Matheus Santos Carneiro Da Cunha,65,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
641,542,Craig Dawson,44,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
642,543,Matt Doherty,44,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
643,544,Tommy Doyle,48,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
644,545,Fábio Silva,50,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
645,546,Nathan Fraser,45,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
646,547,Enso González,45,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
647,548,Gonçalo Manuel Ganchinho Guedes,53,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
648,549,Hugo Bueno López,45,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
649,550,Hwang Hee-chan,61,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
650,551,Joe Hodge,45,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
651,552,Ki-Jana Hoever,40,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
652,553,João Victor Gomes da Silva,49,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
653,554,José Malheiro de Sá,43,GKP,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
654,555,Saša Kalajdžić,48,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
655,556,Tom King,40,GKP,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
656,557,Mario Lemina,50,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
657,558,Yerson Mosquera,40,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
658,559,Nélson Cabral Semedo,45,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
659,561,Pedro Cardoso de Lima,40,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
660,562,Daniel Castelo Podence,55,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
661,563,Rodrigo Martins Gomes,52,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
662,564,Santiago Bueno,43,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
663,565,Pablo Sarabia,51,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
664,566,Jørgen Strand Larsen,55,FWD,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
665,567,Toti António Gomes,43,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
666,637,Bastien Meupiyou,40,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
667,642,André Trindade da Costa Neto,50,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
668,655,Carlos Roberto Forbs Borges,55,MID,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
669,664,Alfie Pond,40,DEF,Wolves,Crystal Palace,2024-11-02T17:30:00Z,True,Wolves
