,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Fábio Ferreira Vieira,54,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
1,2,Gabriel Fernando de Jesus,68,FWD,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
2,3,Gabriel dos Santos Magalhães,62,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
3,4,Kai Havertz,81,FWD,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
4,5,Karl Hein,40,GKP,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
5,6,Jurriën Timber,55,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
6,7,Jorge Luiz Frello Filho,48,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
7,8,Jakub Kiwior,48,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
8,9,Gabriel Martinelli Silva,69,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
9,12,Ethan Nwaneri,45,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
10,13,Martin Ødegaard,82,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
11,15,David Raya Martin,56,GKP,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
12,16,Declan Rice,63,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
13,17,Bukayo Saka,101,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
14,18,William Saliba,60,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
15,20,Thomas Partey,50,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
16,21,Kieran Tierney,43,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
17,22,Tomiyasu Takehiro,48,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
18,23,Leandro Trossard,69,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
19,24,Benjamin White,62,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
20,25,Oleksandr Zinchenko,48,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
21,73,Norberto Murara Neto,43,GKP,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
22,186,Raheem Sterling,67,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
23,578,Riccardo Calafiori,58,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
24,597,Myles Lewis-Skelly,45,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
25,633,Mikel Merino,60,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
26,638,Salah-Eddine Oulad M'hand,45,MID,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
27,639,Tommy Setford,45,GKP,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
28,657,Maldini Kacurri,40,DEF,Chelsea,Arsenal,2024-11-10T16:30:00Z,False,Arsenal
